"gene","M-F_log2ratio","pval","chr","human_ortholog"
"CACUL1",0.0136306613296353,0.787701221804593,"9","CACUL1"
"MAPK6",0.01363037114389,0.327675926489699,"18","MAPK6"
"SOX13",0.0136142556410751,0.431876429060577,"1","SOX13"
"CCDC138",0.0136076003765779,0.74498494329608,"13","CCDC138"
"TRIO",0.0135940193135122,0.730035337609215,"6","TRIO"
"DNAJC11",0.0135587729849352,0.26241492185782,"1","DNAJC11"
"ROR2",0.0135515108490191,0.889619163338484,"15","ROR2"
"PLOD1",0.013522825467435,0.775971369590312,"1",NA
"BTBD11",0.0134815160859674,0.794022620101456,"11","BTBD11"
"LOC100429508",0.0134770433566433,0.224837448853137,"19","ZNF737"
"MGMT",0.0134736243994453,0.860783912847927,"9","MGMT"
"MAGEE1",0.0134731374193691,0.784823681897033,"X","MAGEE1"
"LOC717241",0.0134353256497811,0.568443601047393,"11","C12orf55"
"LPCAT4",0.0134347403656841,0.496340329094148,"7","LPCAT4"
"RGS22",0.0134332862772633,0.815460285184763,"8","RGS22"
"HMGXB4",0.0134103098709784,0.707592662786664,"10","HMGXB4"
"LOC709821",0.0133971625937147,0.563596413553395,"1",NA
"SOD1",0.0133799459107505,0.780734605806099,"3","SOD1"
"KCTD8",0.0133583667520471,0.869075962061397,"5","KCTD8"
"LOC712128",0.0133572722891383,0.82558748298573,"10",NA
"LOC100425353",0.01335690372314,0.758686462514233,"11","TMPO"
"CP110",0.0133192671243404,0.73719289316173,"20","CCP110"
"MORF4L1",0.0133032837132457,0.858920330045864,"7",NA
"RABAC1",0.0132956174911106,0.855671191024819,"19","RABAC1"
"DPM3",0.0132926110826,0.761971909280615,"1","DPM3"
"P2RY12",0.0132892751165417,0.912690457010131,"2","P2RY12"
"TCTE1",0.0132742611983675,0.449519736560298,"4","TCTE1"
"TM9SF1",0.0132630086100352,0.763193008703644,"7","TM9SF1"
"ACER3",0.0132283721891871,0.757912639746773,"14","ACER3"
"TOPBP1",0.0132161286691029,0.77799575229855,"2","TOPBP1"
"C19H19orf10",0.0131973284950824,0.791698561158941,"19",NA
"LOC693912",0.0131961583539877,0.554847105691648,"16","CDRT4"
"CCNG1",0.0131900097184777,0.835125244069331,"6","CCNG1"
"EIF3E",0.0131762929798554,0.71519731011381,"8","EIF3E"
"LOC712547",0.0131673676167019,0.742870753016484,"10",NA
"C9H10orf11",0.0131640736249862,0.674530526701638,"9","C10orf11"
"WBP5",0.0131620653179314,0.756591907839622,"X","WBP5"
"GRASP",0.0131607949595542,0.634523604748931,"11",NA
"TPRA1",0.0131603174150156,0.425845851737116,"11","TPRA1"
"CD47",0.0131524156453782,0.841898733484029,"2","CD47"
"POGK",0.0131384902478112,0.648918347273514,"1","POGK"
"FGFR1OP",0.0131363248285983,0.733272844763282,"4","FGFR1OP"
"NGLY1",0.0131188616790882,0.862501794945596,"2","NGLY1"
"LOC708526",0.0131156406544301,0.819981550024548,"6","GNB2L1"
"OXCT1",0.0131051816899423,0.711532360761965,"6","OXCT1"
"SLC16A5",0.0130968147415869,0.731930519507957,"16","SLC16A5"
"LOC719540",0.0130861934760613,0.858268737518791,"13",NA
"MAP1S",0.0130760999395122,0.749996900729349,"19","MAP1S"
"LRRC32",0.013061339139419,0.616107135078422,"14","LRRC32"
"MGAT3",0.0130613199167387,0.66505897148288,"10","MGAT3"
"LOC720018",0.0130471858063573,0.711207030627807,"19","FCHO1"
"CAB39L",0.0130464103293822,0.651859796544571,"17","CAB39L"
"LOC100429804",0.0130459523484158,0.802101406099503,"8",NA
"LOC717346",0.0130405653923502,0.749003527036046,"1","CFH"
"CYP4F12",0.0130371353737299,0.597755478502918,"19","CYP4F12"
"RNF180",0.0130314286181885,0.910631810303635,"6","RNF180"
"DCDC2",0.0129904128215694,0.823111113087053,"4","DCDC2"
"VPS4A",0.0129890446227439,0.822359566366842,"20","VPS4A"
"HIF3A",0.0129227541703619,0.514932640359798,"19","HIF3A"
"ADIPOR2",0.0129183879081657,0.770403416419405,"11","ADIPOR2"
"GOLGA4",0.0129098511522995,0.813243858524965,"2","GOLGA4"
"SPTLC3",0.01290564245635,0.335349461972894,"10","SPTLC3"
"OXR1",0.0129026484016661,0.849674062086274,"8","OXR1"
"MAPK4",0.012894997093923,0.75921970566151,"18","MAPK4"
"CEP55",0.0128908729044106,0.888586412488451,"9","CEP55"
"SGOL2",0.0128883185909385,0.862550129770185,"12","SGOL2"
"HRH2",0.0128740781041398,0.681733292647687,"6","HRH2"
"LOC706598",0.0128706848531156,0.687017869623404,"1","KHDRBS1"
"LOC711450",0.0128694426129215,0.781452332460487,"12",NA
"XPC",0.0128615396160214,0.759512266993552,"11","XPC"
"DZANK1",0.0128552605863599,0.729096584840648,"10","DZANK1"
"LOC715595",0.012832830455349,0.73055316132357,"8","FAM160B2"
"TMEM70",0.0128026746209011,0.879722259952496,"8","TMEM70"
"EP300",0.0127717508870494,0.741044326928745,"10","EP300"
"AGFG1",0.0127704887913975,0.840095232142726,"12","AGFG1"
"FAM38A",0.0127518072670143,0.650472989236442,"20","PIEZO1"
"ETS1",0.0127483735547329,0.398974558622838,"14","ETS1"
"GJC2",0.0127466647756138,0.325465937838454,"1","GJC2"
"MAOB",0.0127394112522426,0.842022029529451,"X","MAOB"
"GSKIP",0.0127369452420191,0.783232188633217,"7","GSKIP"
"FBN1",0.0127236782872005,0.889111304041288,"7","FBN1"
"COCH",0.0127227314191724,0.83709924927802,"7","COCH"
"PRSS16",0.0127168341994375,0.759371233863686,"4","PRSS16"
"LOC710209",0.0127167163019299,0.704366049993914,"13","FAM82A1"
"EIF2AK2",0.0127110781176639,0.857145029675145,"13","EIF2AK2"
"IRF2BP1",0.0127095876312218,0.872064170694816,"19","IRF2BP1"
"CCND1",0.0127005022589598,0.86653735393731,"14","CCND1"
"TNNT2",0.0126804177549708,0.604603535260983,"1","TNNT2"
"FAM13B",0.0126788192824084,0.808475211615141,"6","FAM13B"
"SLC38A9",0.0126658836006968,0.777414385221196,"6","SLC38A9"
"LOC718353",0.012663713570552,0.752847614493584,"16","CHMP6"
"LOC704048",0.0126625916751902,0.873919443409756,"14","FANCF"
"CEP135",0.0126573878268332,0.803927512728956,"5","CEP135"
"LOC100426724",0.0126561665721338,0.792007591797483,"10","BID"
"RPS6KA5",0.0126356235174739,0.806649778836015,"7","RPS6KA5"
"DHODH",0.0126328443649425,0.77450834176407,"20","DHODH"
"PRDM1",0.0126169641489565,0.691328979804289,"4","PRDM1"
"ARHGAP24",0.0126115246246273,0.650655099901068,"5","ARHGAP24"
"FRA10AC1",0.0125965918243556,0.797740810263355,"9","FRA10AC1"
"CCNL2",0.0125896073560573,0.73787502706555,"1","CCNL2"
"LDB1",0.0125856808365934,0.750647520035263,"9","LDB1"
"KCNQ5",0.0125786966997755,0.921699337964436,"4","KCNQ5"
"HSBP1L1",0.0125639189361084,0.847377182181392,"18","HSBP1L1"
"RAI2",0.0125633680730941,0.804791324514883,"X","RAI2"
"KBTBD8",0.0125591466058144,0.828063455303604,"2","KBTBD8"
"STK16",0.0125407806311363,0.840938523085855,"12","STK16"
"TNK1",0.0125388724025057,0.620008009249622,"16","TNK1"
"DNA2",0.0125364027098288,0.794053178261033,"9","DNA2"
"BCL10",0.0125275675435707,0.8446905378199,"1","BCL10"
"LOC708927",0.0125212627078966,0.727342526091056,"16","CUEDC1"
"LOC722786",0.0125195420011691,0.566176544241364,"5",NA
"RAB1A",0.0125083393057891,0.829082465684744,"13","RAB1A"
"FAM3A",0.0124564327971903,0.704357760412881,"X","FAM3A"
"NETO1",0.0124560489903979,0.716554531137708,"18","NETO1"
"IDH2",0.0124559606338866,0.814752360428268,"7","IDH2"
"UEVLD",0.0124505131573573,0.843383818963699,"14","UEVLD"
"LOC719508",0.0124468501594546,0.778814549642617,"9",NA
"LOC701239",0.0124161692829994,0.739049490967955,"1","RCSD1"
"KRI1",0.0124160977581368,0.712274486444584,"19","KRI1"
"LOC720072",0.0124138925749021,0.723355636501092,"19","CCDC124"
"CCT2",0.0124008138465982,0.741994117722185,"11","CCT2"
"MAP3K11",0.01238522252293,0.580154913920294,"14","MAP3K11"
"SRRM5",0.0123753276275077,0.705954379536748,"19","SRRM5"
"SRR",0.0123672596425128,0.833270315973345,"16","SRR"
"LOC708258",0.0123664390618348,0.838993313457598,"2","MCCC1"
"LOC716022",0.0123653288486497,0.572957386597219,"19","VASP"
"KAL1",0.0123600590537574,0.932580653427061,"X","KAL1"
"METTL2A",0.0123586588302593,0.758383375613811,"16","METTL2A"
"TRIM46",0.0123481413061369,0.665801738401639,"1","TRIM46"
"ENTPD3",0.0123476506546441,0.852008869904835,"2","ENTPD3"
"KCNC1",0.0123433703728026,0.824785086006357,"14","KCNC1"
"SPOP",0.0123388179700301,0.725654232824647,"16","SPOP"
"SIAH2",0.0123240557510879,0.852572600618265,"2","SIAH2"
"SPAG9",0.0123149659471915,0.677870989211619,"16","SPAG9"
"TMUB1",0.0123117609815995,0.611762373361312,"3","TMUB1"
"UNC119B",0.0123079713959346,0.816992798815729,"11","UNC119B"
"TIMM10",0.0123021671904646,0.832473352615901,"14","TIMM10"
"CNTN5",0.0122985501383337,0.848540499815812,"14","CNTN5"
"LOC721890",0.0122867055732534,0.898674328385455,"17","USPL1"
"LOC713493",0.0122703773255692,0.82076817165019,"15","CCDC171"
"LOC694416",0.0122603419210854,0.735059768138162,"1",NA
"TRMT5",0.0122589619169498,0.826970277270904,"7","TRMT5"
"PAPPA",0.0122564165631899,0.452077233467267,"15","PAPPA"
"LOC711809",0.0122542375170026,0.420138968770855,"13",NA
"TTC32",0.0122443789510957,0.863307532686432,"13","TTC32"
"RXFP1",0.01223303155046,0.899280461795781,"5","RXFP1"
"LOC709341",0.0122204095206224,0.749185673175965,"1","MAGI3"
"ANXA7",0.0122171375564301,0.765459885690468,"9","ANXA7"
"FARSB",0.0122047160704848,0.812622459551394,"12",NA
"NFKBIZ",0.0121746307268366,0.821631794640833,"2","NFKBIZ"
"LOC100430640",0.0121612203838038,0.649591488171452,"3",NA
"PPP1CB",0.0121320083492368,0.84824037940106,"13","PPP1CB"
"MACROD1",0.0121301928788643,0.751424928792308,"14","MACROD1"
"DDX25",0.0121057230998887,0.882438095462344,"14","DDX25"
"SERTAD1",0.0121004145868022,0.67705491877756,"19","SERTAD1"
"MFSD5",0.0120990392862367,0.769284596376924,"11","MFSD5"
"C14H11orf74",0.0120817501035192,0.798224257992133,"14","C11orf74"
"LOC100423269",0.0120787411420353,0.838823372179143,"13",NA
"TAF1",0.0120638557578258,0.39196645357149,"X","TAF1"
"TIMP4",0.0120472353205441,0.861460375736776,"2","TIMP4"
"CCDC132",0.0120414526455316,0.865370954822607,"3","CCDC132"
"ANKHD1",0.0120369958392734,0.804345477678802,"6","ANKHD1-EIF4EBP3"
"LOC708140",0.0120356975737422,0.792584765417679,"X",NA
"ABRACL",0.0120355104804986,0.908048428801271,"4","ABRACL"
"RBM44",0.0120335198124365,0.912537457644225,"12","RBM44"
"MRAS",0.0120288936302636,0.816004689886335,"2","MRAS"
"LOC702779",0.0120266493666879,0.804216541345181,"11","CKAP4"
"IQUB",0.0120128836719648,0.820860909475701,"3","IQUB"
"LOC699880",0.0120033692387365,0.850611616651821,"7","C14orf37"
"NHEDC2",0.0119986669735793,0.821032187581101,"5","SLC9B2"
"PCDH18",0.0119921626344113,0.851022374951968,"5","PCDH18"
"SLC29A3",0.011979377838091,0.638126136528913,"9","SLC29A3"
"BRIX1",0.0119791242729478,0.727329680522822,"6","BRIX1"
"ADAMTS7",0.011977352610155,0.712383686868344,"7","ADAMTS7"
"GCG",0.0119769004869308,0.810926315075083,"12","GCG"
"CADM3",0.0119537348860787,0.810995632832797,"1","CADM3"
"LOC708967",0.011936918719706,0.716353815397793,"1",NA
"LOC704382",0.0119246286121482,0.893656043554639,"14","YAP1"
"CDC42EP1",0.0119226925106663,0.323717481756916,"10","CDC42EP1"
"DCLK2",0.0119181843570193,0.80931633292933,"5","DCLK2"
"C20H16orf13",0.0119167282531128,0.859438944492315,"20","C16orf13"
"C13H2orf15",0.0119144027554655,0.691405927524213,"13","C2orf15"
"RTN1",0.0119107589324992,0.811453149736633,"7","RTN1"
"LOC100425090",0.0118939541405867,0.764318440928148,"20",NA
"GRSF1",0.0118913266834665,0.818978674665275,"5","GRSF1"
"GSTP1",0.0118792512305578,0.909928132143687,"14","GSTP1"
"FANCI",0.0118655282877694,0.73533517145017,"7","FANCI"
"APOBEC3C",0.011865079075331,0.509441572309316,"10","APOBEC3C"
"BCL7B",0.0118299099752655,0.799334510462051,"3","BCL7B"
"LOC100430978",0.0118222306374206,0.735891374785594,"7",NA
"DDX49",0.011816485423731,0.714343364523125,"19","DDX49"
"MEAF6",0.0118075560250319,0.735314986576863,"1","MEAF6"
"ST6GALNAC2",0.0118016392184603,0.841337644336685,"16","ST6GALNAC2"
"PHC2",0.0117949829148067,0.713505543113549,"1","PHC2"
"SIL1",0.0117890322769014,0.738466581121062,"6","SIL1"
"LRRCC1",0.0117888153832098,0.839559490169766,"8","LRRCC1"
"LOC719053",0.0117828470282265,0.498016438919744,"19","WDR62"
"LOC703625",0.0117364568682873,0.88561630901961,"6",NA
"LOC700069",0.0117287315425453,0.736417088994722,"13",NA
"SGK2",0.0117277122017645,0.478230725684202,"10","SGK2"
"LOC696453",0.0117187686066758,0.867031616841541,"X",NA
"SLC25A31",0.0117167555269306,0.664125008010468,"5","SLC25A31"
"WRAP73",0.0116883389022545,0.790573348612791,"1","WRAP73"
"MAP2K4",0.0116806977343979,0.844714822551072,"16","MAP2K4"
"FCRL3",0.0116571224784794,0.740940715112703,"1","FCRL3"
"ZBTB17",0.011656328416457,0.756901817050765,"1","ZBTB17"
"LZTR1",0.0116525176362725,0.729383967588317,"10","LZTR1"
"DHRS7B",0.0116514348655679,0.762526819865832,"16","DHRS7B"
"CST2",0.0116351605602685,0.505439856915353,"10","CST2"
"MTM1",0.0116312418137464,0.696278345689819,"X","MTM1"
"LOC717769",0.0116251138881856,0.782333146949691,"13",NA
"BROX",0.0116209774072072,0.862463240656134,"1","BROX"
"LOC711011",0.0116178422815275,0.727155286903404,"16",NA
"DNASE1L1",0.0116047903227675,0.731141805168267,"X","DNASE1L1"
"LOC694909",0.0115923970923642,0.859877066435214,"4","LRRC16A"
"HSD17B1",0.0115759777997206,0.597153648985101,"16","HSD17B1"
"LPCAT1",0.0115753489531611,0.846870341746559,"6","LPCAT1"
"SCYL1",0.0115643117752438,0.776053656445416,"14","SCYL1"
"ZBTB11",0.0115588147936086,0.825190070234624,"2","ZBTB11"
"RPL7L1",0.0115465593801995,0.791499261985688,"4","RPL7L1"
"ARRDC4",0.0115360807989264,0.885318725870514,"7","ARRDC4"
"PCNXL2",0.0115216073876167,0.83336206996495,"1","PCNXL2"
"EIF4E3",0.0115047850004979,0.913371454059192,"2","EIF4E3"
"RCE1",0.011491082411269,0.623698480146358,"14","RCE1"
"ARHGAP42",0.0114669999779833,0.776419967343368,"14","ARHGAP42"
"PSPC1",0.0114663057396044,0.767872157057267,"17","PSPC1"
"DPYSL3",0.0114533253283515,0.833456607171327,"6","DPYSL3"
"LOC711295",0.0114521191070811,0.697673103673219,"3","ZNF746"
"TBL1XR1",0.0114375202339502,0.779328032229103,"2","TBL1XR1"
"LYZL4",0.0114337055145084,0.601360572224173,"2","LYZL4"
"LOC100429973",0.0114266786056766,0.737430752350809,"18",NA
"TRRAP",0.0114145924028994,0.803387649242682,"3","TRRAP"
"OPN5",0.0114000416995689,0.438838394786798,"4","OPN5"
"LOC100429858",0.0113974467434185,0.526789981442571,"4","TEAD3"
"DNAJA1",0.0113805302785442,0.76225776375369,"15","DNAJA1"
"C1QL1",0.0113664367202953,0.774698802280857,"16","C1QL1"
"RUFY4",0.0113593775625671,0.22174354475469,"12",NA
"TERF2IP",0.0113558167331442,0.858085410789327,"20","TERF2IP"
"C16H17orf70",0.0113538511205994,0.784531055344539,"16","C17orf70"
"ARHGEF12",0.0113453851761233,0.82312270890852,"14","ARHGEF12"
"LOC717062",0.0113293154601966,0.739152447490006,"7",NA
"ZMYM4",0.0112966751320667,0.818795548692585,"1","ZMYM4"
"KLHL9",0.0112797797984191,0.838637330016527,"15","KLHL9"
"LOC719360",0.0112595046277895,0.746739879309228,"11","PUS1"
"LOC709344",0.0112558697923679,0.715987156388103,"11","NABP2"
"TCEB3",0.0112466071584794,0.784945270046326,"1","TCEB3"
"NCOA5",0.0112452216614107,0.761551424797044,"10","NCOA5"
"NR1H2",0.0112385749459077,0.706670910803353,"19","NR1H2"
"GFOD2",0.0112321034620227,0.771628557295498,"20","GFOD2"
"LOC716524",0.0112312148402724,0.738985037805701,"11",NA
"LOC715485",0.0112242759953584,0.683008513572525,"19","ERCC2"
"MDH1",0.0112201797511155,0.901849111503113,"13","MDH1"
"LOC719214",0.0111904220850858,0.580554179009858,"19","RASAL3"
"ADCK4",0.0111828952530047,0.683157502461627,"19","ADCK4"
"ABCC10",0.011156766999269,0.813871399898097,"4","ABCC10"
"LOC701494",0.0111544044800308,0.610267844347198,"X",NA
"HIST1H2BO",0.0111486533498747,0.436415725593684,"4","HIST1H2BH"
"PINK1",0.0111464284317241,0.940099082417001,"X","PINK1"
"ZIK1",0.011129824131873,0.795162492198507,"19","ZIK1"
"SRGAP2",0.0111275299756139,0.699061113140818,"1","SRGAP2"
"VPS45",0.0111272473850685,0.870306480820395,"1","VPS45"
"ABHD2",0.0110946266869667,0.854126798682793,"7","ABHD2"
"CRB1",0.0110858452694532,0.838019543017431,"1","CRB1"
"DCTN6",0.0110855472623305,0.854657644670514,"8","DCTN6"
"WIPI2",0.0110834235123157,0.766428108423822,"3",NA
"FGD1",0.0110793501127916,0.89635292373903,"X","FGD1"
"TOX2",0.0110734898790246,0.89438992354032,"10","TOX2"
"MBTPS2",0.0110725774405643,0.39857792127214,"X","MBTPS2"
"PSMD14",0.0110682160256084,0.77834837231326,"12","PSMD14"
"LOC693620",0.0110662107573361,0.837630276779128,"5","CXXC4"
"ANAPC4",0.0110644932039304,0.624926229359876,"5","ANAPC4"
"IVD",0.0110600442692393,0.817438301769711,"7","IVD"
"IFI35",0.011037080159786,0.806085864610634,"16","IFI35"
"MVD",0.0110363639245725,0.760497202695566,"20","MVD"
"LOC701688",0.0110317959719645,0.706795031617637,"4","TIAM2"
"LOC718494",0.0110174207369853,0.899473764886429,"15",NA
"WNT4",0.0110126372095622,0.814990986559027,"1","WNT4"
"KCNH7",0.0110045324173995,0.942209953490783,"12","KCNH7"
"RHBDF2",0.0109954450130794,0.899517161286413,"16","RHBDF2"
"ACTR8",0.0109933622166,0.551729388613132,"2","ACTR8"
"LOC706532",0.0109916274908796,0.686478122572299,"4","RPS11"
"CCL3",0.0109727661051195,0.590979881201475,"16","CCL3"
"CD164",0.010968182943679,0.760548699199075,"4","CD164"
"LOC714966",0.0109546854053327,0.790768032287551,"5","QDPR"
"DNM2",0.0109457803759483,0.550615943169996,"19","DNM2"
"LOC100425169",0.0109180651665346,0.626399997138222,"16","TEN1"
"NVL",0.0109143434832165,0.593011168380729,"1","NVL"
"LOC709738",0.0109120014914712,0.750906145251189,"10",NA
"FLT3",0.0109026295985145,0.849336056031799,"17","FLT3"
"NOX4",0.010897842374699,0.748431205720925,"14","NOX4"
"LOC717469",0.0108904079354718,0.779307037572986,"9","KIAA1279"
"LOC719729",0.0108695520908076,0.818686783468251,"19","NR2C2AP"
"H6PD",0.0108688183482471,0.786200665052243,"1","H6PD"
"GNA12",0.010866697711991,0.769925255405033,"3","GNA12"
"ZNF498",0.010866283706149,0.732775728412919,"3","ZNF498"
"CRADD",0.0108539594049638,0.890899079626038,"11","CRADD"
"LOC710246",0.0108409086930397,0.785450577543502,"1","EFCAB14"
"DNM1",0.0108396808189765,0.833114056139042,"15","DNM1"
"KCTD7",0.0108366879798442,0.768287447874758,"3",NA
"LOC100426292",0.0108187785653754,0.427192029730176,"13",NA
"LOC100428498",0.0108004730548355,0.848710446033333,"7","UBE2Q2"
"GEM",0.0107917936888325,0.807379107468793,"8","GEM"
"CCDC174",0.010755153069978,0.72866710677561,"11","CCDC174"
"SGK3",0.0107519033141968,0.81699557622449,"8","SGK3"
"CXHXorf26",0.0107324328885444,0.638069711407135,"X","PBDC1"
"DARC",0.0107204808381723,0.709491753700223,"1","DARC"
"SLC27A2",0.0107194182317633,0.88168581021938,"7","SLC27A2"
"GRAMD3",0.0107150307236049,0.802923025749783,"6","GRAMD3"
"DOK1",0.0107095454607436,0.656288560611612,"13","DOK1"
"MLLT11",0.0107044644510405,0.822118084324199,"1","MLLT11"
"CNRIP1",0.010678171655135,0.820946759134417,"13","CNRIP1"
"KCNE1L",0.0106712191268704,0.812253552617225,"X","KCNE1L"
"PDZD4",0.0106594242013114,0.831886808603176,"X","PDZD4"
"LOC695645",0.0106379809173102,0.88295005225269,"2","TMA7"
"WDR59",0.0106367840880848,0.819514392459374,"20","WDR59"
"MUC15",0.0106236813351169,0.623197107636093,"14","MUC15"
"LOC699771",0.0106223605798058,0.785790604568357,"11",NA
"LOC713616",0.0106194562726684,0.746813433943774,"16","ATAD5"
"TIMM17A",0.0106103053945131,0.876867158134215,"1","TIMM17A"
"LOC720833",0.0106068681621417,0.887165950656716,"14",NA
"MYO18B",0.0105941540041346,0.547744272338622,"10","MYO18B"
"RRBP1",0.0105738638841926,0.867029069362022,"10",NA
"LOC710344",0.0105656910672646,0.695292978767005,"12","SSB"
"LOC695959",0.0105646302861579,0.899365122793579,"X","NUDT11"
"MSH5",0.010558459215912,0.470591994410262,"4","MSH5"
"LOC718543",0.0105385787085868,0.568753521231058,"8",NA
"LOC100430128",0.0105356972387468,0.861845285988301,"9",NA
"LOC706046",0.0105356189649935,0.745279487324639,"11","SELPLG"
"ANKRD13D",0.0105176628326951,0.675183966478785,"14",NA
"NKX2-3",0.010514632769377,0.626774551669781,"9","NKX2-3"
"PPOX",0.0105087802708269,0.860546668012586,"1","PPOX"
"PAXIP1",0.0104869036432598,0.76305667751173,"3","PAXIP1"
"MAPK12",0.0104858458816133,0.836310861596836,"10","MAPK12"
"UBA3",0.0104838943621618,0.835350749669415,"2","UBA3"
"LOC706835",0.0104764394710032,0.810469999264455,"19","POU2F2"
"NFAT5",0.0104330361798537,0.897757770749275,"20","NFAT5"
"LSM4",0.0104183838373784,0.845452150530382,"19","LSM4"
"SMARCA5",0.010417210344119,0.798342315942308,"5","SMARCA5"
"FGF5",0.0104151245839967,0.592018443807938,"5","FGF5"
"LOC695164",0.0104103220842793,0.786022981952445,"1","TP73"
"F7",0.0104059760889285,0.781267200391359,"17","F7"
"FTSJD2",0.010402946741988,0.678567639770311,"4","FTSJD2"
"HBM",0.010401849466559,0.837768334497976,"20",NA
"C19H19orf25",0.0104012016304306,0.824462363640522,"19","C19orf25"
"ZC3H15",0.0103990101204491,0.839552422033752,"12","ZC3H15"
"CCL2",0.0103841005729524,0.653480921412812,"16","CCL2"
"MMADHC",0.0103832329424106,0.853438804023542,"12","MMADHC"
"ZNF93",0.0103756923424577,0.590769231039369,"19","ZNF93"
"ABI3BP",0.0103720518574966,0.875546184483106,"2",NA
"LOC714389",0.010368622636954,0.520469305848592,"19",NA
"ELOVL2",0.010360481925767,0.82448394128295,"4","ELOVL2"
"SMARCC1",0.0103558228960863,0.753287833153921,"2",NA
"LSM14A",0.0103478954102725,0.779123888545144,"19","LSM14A"
"ATP6V1C1",0.0103219625820503,0.855185458004139,"8","ATP6V1C1"
"LOC702805",0.0103172565013006,0.862117840303267,"9","EPC1"
"MX1",0.0103170001029152,0.874100411862114,"3","MX1"
"RANBP10",0.0102602010882954,0.638775420696898,"20","RANBP10"
"MAP2K1",0.0102374235434738,0.854718935156232,"7","MAP2K1"
"LOC713391",0.0102365891775013,0.610516320404695,"14","CREB3L1"
"FOXK2",0.0102334795342928,0.840425610203348,"16",NA
"CCL25",0.0102289837253117,0.794277683498487,"19","CCL25"
"DNAJC30",0.0102262070936602,0.833271504909597,"3","DNAJC30"
"MDGA2",0.0102183474695066,0.856327270345725,"7","MDGA2"
"LOC714302",0.0101885958889492,0.80160219607802,"17","CUL4A"
"CCDC27",0.0101836144879809,0.464990763626955,"1","CCDC27"
"DNCI1",0.0101812147023637,0.937642123682638,"3","DYNC1I1"
"TCERG1",0.0101808660327761,0.867105735721279,"6","TCERG1"
"HRH3",0.010177556979746,0.727697409379152,"10","HRH3"
"C5H4orf43",0.0101742735828985,0.854925454567353,"5","TMA16"
"DCN",0.0101615866327425,0.906724247854906,"11","DCN"
"NRDE2",0.010157804885685,0.85535379867162,"7","NRDE2"
"MAGEE2",0.0101533862840255,0.628516562074738,"X","MAGEE2"
"ACN9",0.0101482664939799,0.85759398857285,"3","ACN9"
"LOC100426577",0.0101456023823527,0.760211900680352,"20",NA
"MRPL39",0.010137258227122,0.773594846173842,"3","MRPL39"
"AFTPH",0.0101142244895272,0.823662581230203,"13","AFTPH"
"C6orf154",0.0101102683313612,0.863549092709944,"4","LRRC73"
"DBX2",0.0100959143497035,0.724220757902013,"11","DBX2"
"SNX32",0.0100909993275782,0.701168365088467,"14","SNX32"
"RAB2A",0.0100870418917526,0.83351428154059,"8","RAB2A"
"FAM78B",0.0100818187959035,0.810416426109161,"1","FAM78B"
"TTC13",0.0100756568024082,0.819844109921718,"1","TTC13"
"REV3L",0.010066698638769,0.854146268958364,"4","REV3L"
"ZNF467",0.0100665365691262,0.640635457304822,"3","ZNF467"
"LOC701966",0.0100612527305928,0.568257902165698,"X","SDHC"
"CDC20B",0.0100565641929669,0.670670205636393,"6","CDC20B"
"LOC698088",0.0100366583688305,0.8838471017647,"18",NA
"SMURF2",0.0100362604149338,0.761953276978376,"16","SMURF2"
"SRXN1",0.0100347621812249,0.806028036555043,"10","SRXN1"
"ERC2",0.0100113732371813,0.899486687587952,"2","ERC2"
"IL15",0.0100013986911021,0.574962103261436,"5","IL15"
"LOC710052",0.00999970799511493,0.750743260535514,"9","IDI1"
"HEATR7B1",0.00999293127048095,0.638609505227191,"12","HEATR7B1"
"UGGT2",0.00999096966593812,0.668955951676201,"17","UGGT2"
"GNS",0.00998566434977956,0.852356357665128,"11","GNS"
"SNX7",0.00998465804758434,0.908613692610692,"1","SNX7"
"ATF3",0.00997597171571502,0.675150054395528,"1","ATF3"
"CDKN2D",0.00995876435037391,0.911995293783873,"19","CDKN2D"
"ELMO1",0.00995046294210257,0.648720890757433,"3","ELMO1"
"MAFF",0.00994670448837992,0.736059989952129,"10","MAFF"
"KLF15",0.00992065703690214,0.857230843667558,"2","KLF15"
"FMN2",0.00991356855049026,0.846960819437865,"1","FMN2"
"LOC710647",0.00991007686943113,0.796830030730248,"13","ATL2"
"LOC701507",0.00990408099971794,0.742714933635714,"15","UBE2R2"
"CRAMP1L",0.009898244707055,0.778919833742422,"20","CRAMP1L"
"C20H16orf46",0.00989166289883602,0.876288482586246,"20","C16orf46"
"CEP192",0.00988258135587627,0.740937081753781,"18","CEP192"
"PANX1",0.00986919713824699,0.904586280164871,"14","PANX1"
"LOC100429284",0.00986395975047265,0.838514666690565,"15",NA
"LOC100424082",0.00986032028459636,0.498891785591889,"1",NA
"ARL4C",0.00985223892961094,0.890392175633699,"12","ARL4C"
"TASP1",0.00985158451048361,0.803926648700924,"10","TASP1"
"NET1",0.00984869776541259,0.831219178754675,"9","NET1"
"GPR3",0.00984512346752848,0.550217302166821,"1","GPR3"
"AGPAT2",0.00984343510195978,0.593279046363103,"15","AGPAT2"
"LOC701574",0.00981797185264736,0.330606003063804,"4",NA
"MAP3K1",0.00979809330762614,0.922186346522297,"6","MAP3K1"
"TRPM5",0.00976408578071258,0.412076019905608,"14","TRPM5"
"KNTC1",0.00976133957050788,0.604870466585239,"11","KNTC1"
