"gene","M-F_log2ratio","pval","chr","human_ortholog"
"LOC717032",0.00972675445209502,0.723957482675079,"2","GTDC2"
"ARHGEF40",0.00972490571591461,0.677390119630726,"7","ARHGEF40"
"ARHGEF37",0.00969128361600979,0.71870426885666,"6","ARHGEF37"
"ACTR3B",0.00968943438014361,0.884430017280412,"3","ACTR3B"
"CCDC9",0.00967286625789423,0.665065456742462,"19","CCDC9"
"PYROXD1",0.00966096112290739,0.914099388797648,"11","PYROXD1"
"LOC708060",0.00966011263491263,0.736344889370192,"4","PTCHD4"
"LOC700270",0.00965667220651222,0.816278195814382,"1","CTRC"
"CYP1B1",0.0096473890283908,0.867287293445478,"13","CYP1B1"
"CALU",0.00963535806424479,0.877988238902843,"3","CALU"
"LOC721744",0.0096212782435839,0.389164364721715,"19","PIP5K1C"
"B2M",0.00961406892748255,0.901076150015514,"7","B2M"
"ITPR1",0.00960659608403277,0.893410232143562,"2","ITPR1"
"LOC712335",0.00959327631201669,0.776010421568845,"1",NA
"MAST1",0.00959196771085435,0.789819491693325,"19","MAST1"
"BBOX1",0.00958686452508135,0.903315475621906,"14",NA
"FGF11",0.00956697565300294,0.853904436937976,"16","FGF11"
"TUSC3",0.00954931248948177,0.861737602884524,"8","TUSC3"
"LOC716766",0.00954658336241465,0.58546984307537,"19","RTBDN"
"LOC706346",0.00953701210079243,0.82767994862105,"6",NA
"DLK2",0.00953051684488106,0.733623368539053,"4","DLK2"
"LOC714437",0.0095182170482999,0.779160468147072,"16","ATXN7L3"
"RARS2",0.00949559664527207,0.859784175569606,"4","RARS2"
"B4GALT2",0.00948821702296043,0.720002221112578,"1","B4GALT2"
"PSME1",0.00948169558399357,0.868786765662878,"7","PSME1"
"LOC712994",0.0094784308237058,0.889246231040085,"7","SMOC1"
"LOC702188",0.00947622612639252,0.902097741026299,"7","FAM179B"
"CD53",0.00947037737300505,0.851869389453714,"1","CD53"
"ZBED3",0.00945792737190431,0.88313293276374,"6",NA
"FAM174A",0.00944465923745405,0.83957881532086,"6","FAM174A"
"FGD3",0.009423103607006,0.920688734636041,"15","FGD3"
"DSCAM",0.00941758111671753,0.888331904311102,"3","DSCAM"
"C9H10orf2",0.00940790133509891,0.700616355479015,"9","C10orf2"
"HIVEP1",0.00940645055292933,0.760214303546738,"4","HIVEP1"
"LOC714932",0.00940595356515995,0.844790749083809,"20",NA
"KRT2B",0.00940062654190293,0.424208651286873,"11","KRT76"
"LOC721024",0.00939953626372997,0.926487310814355,"X","REPS2"
"LOC712329",0.00938607322243711,0.748987998489313,"1",NA
"AMICA1",0.00937893575367822,0.483918124231181,"14","AMICA1"
"AFM",0.00934647042958371,0.369378220637002,"5",NA
"LOC720233",0.00933654953365729,0.762403899272249,"1",NA
"LOC707995",0.00929350838466847,0.909518314816878,"17","RNASEH2B"
"LOC100428333",0.00928898315785954,0.755006089080292,"3",NA
"AHNAK",0.00928490113323833,0.791714670239324,"14","AHNAK"
"ELTD1",0.00926714309988999,0.927681444727014,"1","ELTD1"
"PUS7L",0.00925224435060491,0.864128789056016,"11","PUS7L"
"RNF167",0.00925203828411539,0.780315322545663,"16","RNF167"
"KIAA0748",0.00924384647619273,0.711139286409013,"11","TESPA1"
"FKBP1A",0.00924019603199865,0.574411316220068,"10","FKBP1A"
"HLX",0.00922080281197162,0.812276188144496,"1","HLX"
"CHST1",0.00921853212095223,0.836571515917252,"14","CHST1"
"AZGP1",0.00921761675970767,0.664146740571749,"3","AZGP1"
"HCN1",0.00918748350947114,0.57237286464016,"6",NA
"MAP1LC3A",0.00917998955650743,0.896285493610191,"10","MAP1LC3A"
"LOC716480",0.00915210602663121,0.811323206493924,"13","DYNC2LI1"
"SCN3B",0.00914389860826932,0.915490932669712,"14","SCN3B"
"WBP4",0.0091317653585881,0.735168449257838,"17","WBP4"
"LOC722045",0.00912066747324145,0.625273921702111,"16",NA
"LOC100429409",0.00910027559053605,0.841074546548963,"10",NA
"ZNF382",0.00909582597400364,0.744251014599122,"19","ZNF382"
"LOC100426429",0.00909292067809535,0.718298226364748,"15",NA
"LOC719538",0.00907301786579092,0.876343011007978,"10",NA
"MRPL40",0.00906838558775251,0.850081208967928,"10","MRPL40"
"TRPM6",0.00906650062265948,0.69184542197217,"15","TRPM6"
"RWDD1",0.00906026467646979,0.738549817459088,"4","RWDD1"
"VSTM2L",0.00905885934595751,0.834542204378365,"10","VSTM2L"
"LOC100426054",0.00904734909105351,0.840618405719068,"9",NA
"NPY2R",0.00903944565583786,0.801547793203256,"5","NPY2R"
"LOC709699",0.00903340676911924,0.865151727592622,"11",NA
"C14H11orf87",0.0090322360075851,0.937817456800878,"14","C11orf87"
"KLHDC10",0.00901509109116996,0.828848390579347,"3","KLHDC10"
"VPS4B",0.00901448743081528,0.845454118071646,"18","VPS4B"
"AMFR",0.00901214826494299,0.799769324694189,"20",NA
"LOC694513",0.00900812554602223,0.878715443669776,"13","CCDC93"
"KIAA1324L",0.00900580497607445,0.879550816752817,"3","KIAA1324L"
"REXO1",0.00899449099105181,0.686980896217973,"19","REXO1"
"ZNF222",0.00897423245113941,0.845682919513601,"19",NA
"CDC37L1",0.00893907656819914,0.852627092253161,"15","CDC37L1"
"LOC702690",0.00892542023619248,0.694864675439777,"8","ARC"
"WDR60",0.00891018686059831,0.798930683433073,"3","WDR60"
"FOSL2",0.00890385243254328,0.933339680541003,"13","FOSL2"
"TRPC5",0.00889192219480667,0.614088988028632,"X","TRPC5"
"LOC719033",0.0088845933987911,0.816221394066106,"19","ALKBH6"
"DSTN",0.00888346628335369,0.946102308589536,"10","DSTN"
"GPX2",0.00888046089727996,0.55380812731861,"7","GPX2"
"KIAA1967",0.00887312459581433,0.86491862209835,"8","KIAA1967"
"SLC35F3",0.00887020988501437,0.864024616344827,"1",NA
"BOD1L",0.00886782242599241,0.79151497041926,"5","BOD1L1"
"LOC707795",0.00886213388878442,0.870822719328309,"9","ANKRD26"
"CACNA1E",0.00885768331389788,0.880878687928571,"1","CACNA1E"
"ITPK1",0.00884964818196516,0.83828827799404,"7","ITPK1"
"LOC703348",0.00884884569471552,0.897391010129571,"7",NA
"LOC704219",0.0088357250475243,0.86564020608841,"16","CLUH"
"SH3GL2",0.00883253590251359,0.900525407707477,"15","SH3GL2"
"CXCL17",0.00882757177378429,0.524246916757214,"19","CXCL17"
"CALCB",0.0088159841456905,0.782593335975355,"14","CALCB"
"C10orf72",0.00880400960995223,0.77480194656715,"9","VSTM4"
"SIPA1",0.00879992776630485,0.722501802267633,"14","SIPA1"
"PRKAB1",0.00879775027185933,0.850812915879192,"11","PRKAB1"
"LOC714870",0.00878904585657785,0.818044252598913,"1","ALDH4A1"
"EZH2",0.00878731868141549,0.871822150280999,"3","EZH2"
"G3BP1",0.00877191174016903,0.897618290999909,"6","G3BP1"
"C16H17orf59",0.0087562226264095,0.748495165278445,"16","C17orf59"
"LOC709826",0.00874935867326012,0.750182706341334,"11","PRMT8"
"ENTPD4",0.0087485668138812,0.909219003035755,"8","ENTPD4"
"LOC719721",0.00874194200855528,0.870328047192341,"3",NA
"FAM162B",0.00872991139206987,0.828409374126143,"4","FAM162B"
"URM1",0.00872877277269214,0.859158526528144,"15","URM1"
"SNAP47",0.00872813387085874,0.870463992690672,"1","SNAP47"
"LOC100425016",0.00871392652393953,0.577661634045225,"19","CDC34"
"CDAN1",0.0087052630538743,0.846335507868741,"7","CDAN1"
"VTA1",0.00870185389389464,0.861528466226375,"4","VTA1"
"CD276",0.00869574804516341,0.819599972116273,"7","CD276"
"PDCD2",0.00869276859134447,0.854932065561975,"4","PDCD2"
"ZNF732",0.0086915097938406,0.784607795007089,"1","ZNF732"
"OAZ1",0.00868389594630286,0.859675572247126,"19","OAZ1"
"OXGR1",0.00866361210481774,0.586900449586724,"17","OXGR1"
"LOC696808",0.00866135939652082,0.870609520953211,"4","HIST1H2BD"
"LOC698984",0.00864290071059139,0.882256751019275,"4","CUL9"
"RRAGC",0.00863638443425622,0.766095504568798,"1","RRAGC"
"LOC716151",0.00861559729174102,0.877368539625672,"3","VOPP1"
"ZNF500",0.00861331159739342,0.59065709681241,"20","ZNF500"
"C10H22orf28",0.00861306020737229,0.869641660380907,"10","C22orf28"
"LOC713129",0.00861243364372681,0.793393683386693,"1","CCDC18"
"TENC1",0.00860526362375472,0.76360489544501,"11","TENC1"
"JAG2",0.00860137488790411,0.785703681189533,"7","JAG2"
"ZNF84",0.00859440084857958,0.905712562898612,"11","ZNF84"
"WNT7B",0.00858638402767958,0.66551851162866,"10","WNT7B"
"SMTNL2",0.00857188561857828,0.87905344226521,"16","SMTNL2"
"BLOC1S1",0.00857012857315934,0.961218911533192,"11","BLOC1S1"
"HES4",0.00856774978866489,0.662346220946928,"1","HES4"
"WRN",0.00856289748716107,0.898422690237174,"8","WRN"
"SAP30",0.00856249606527515,0.871864081523008,"5","SAP30"
"LOC705843",0.00854692823545121,0.883785981186807,"7",NA
"LOC695023",0.00854678340734218,0.677865948161913,"14",NA
"ZNF296",0.00854647862074728,0.667253696639931,"19","ZNF296"
"PSMD13",0.00853765024121037,0.700026318867047,"14",NA
"SNN",0.0085355514547308,0.897175173758981,"20","SNN"
"MAMDC4",0.00851614854492174,0.631762448250622,"15","MAMDC4"
"AFG3L2",0.00851197045863069,0.850585582243099,"18","AFG3L2"
"RAB24",0.00849539211408256,0.758181728969851,"6","RAB24"
"SLC28A3",0.00848749752543768,0.624613692593349,"15","SLC28A3"
"KLHL17",0.00848372889368858,0.744205711701523,"1",NA
"TIRAP",0.00848213504729924,0.816090701275774,"14","TIRAP"
"ADD1",0.00847963953819935,0.88609225022896,"1","ADD1"
"LOC694192",0.0084561699770606,0.883372706930514,"18",NA
"GOLGA7B",0.00845082981646408,0.897509170380601,"9","GOLGA7B"
"NKG7",0.00844795121559194,0.578909738293474,"19","NKG7"
"LOC693528",0.00841755451830299,0.724245639533694,"16",NA
"LOC712447",0.00841107259907421,0.869190290494934,"15","DENND4C"
"IL12RB2",0.00839782686941836,0.687586026938181,"1","IL12RB2"
"ZFP106",0.00838677049854012,0.879043605706769,"7","ZFP106"
"KCNK13",0.00838554850621108,0.728422132337756,"7","KCNK13"
"RABL3",0.00838424186881839,0.83043140751988,"2","RABL3"
"RHBDL1",0.0083770835044358,0.717984709244672,"20",NA
"LOC718551",0.00837467474818771,0.816543083436926,"4",NA
"SNX1",0.00836656254680974,0.885818715546405,"7","SNX1"
"LOC719220",0.00836136481813969,0.77902219272425,"1","MNDA"
"CRB3",0.00836005486223894,0.496341299364682,"19","CRB3"
"EMP1",0.00834026149042449,0.85502685600672,"11","EMP1"
"KATNB1",0.00833534653887735,0.879425455438366,"20","KATNB1"
"EPAS1",0.00833105776801312,0.900262505147674,"13","EPAS1"
"CCNA2",0.00832217575337887,0.896756404445763,"5","CCNA2"
"SNX9",0.00831262893928173,0.796132157584847,"4","SNX9"
"UCK1",0.00830427774810176,0.734559996995731,"15","UCK1"
"METTL4",0.00828713517254156,0.818352768220453,"18","METTL4"
"DNAJC28",0.00827621259073762,0.824140757516884,"3","DNAJC28"
"SDC1",0.008275993919076,0.796850946869935,"13","SDC1"
"LOC719551",0.00826960944335935,0.760419950657908,"19","YIF1B"
"LOC704478",0.00826073445221312,0.886803132187056,"8","ATAD2"
"C16H17orf62",0.00825153267411087,0.810434180316076,"16","C17orf62"
"AMACR",0.00824580808289478,0.92151196453287,"6","AMACR"
"SEPHS2",0.008228903991827,0.782714191561435,"20","SEPHS2"
"NANOS3",0.00821752344592621,0.870677118785853,"19","NANOS3"
"LOC709769",0.00821572685105531,0.822197315581284,"3",NA
"FAM188A",0.00818509949616502,0.881415269103478,"9","FAM188A"
"SNRNP27",0.00818098507590924,0.707075530408575,"13","SNRNP27"
"IGF2R",0.00817725955049293,0.894194935478637,"4","IGF2R"
"FOXO1",0.00817078798188528,0.88693956051741,"17","FOXO1"
"MX2",0.00816684616308815,0.679069331665895,"3","MX2"
"SLC24A3",0.00816318699192907,0.91184416810633,"10","SLC24A3"
"TLR5",0.00815494041141892,0.896449020940841,"1","TLR5"
"LOC721138",0.00815474624246295,0.881521951624915,"19","CFD"
"LGALS7",0.00814789610932435,0.869853316817137,"19","LGALS7B"
"C1QA",0.00814245771185362,0.925085037989985,"1","C1QA"
"LOC704719",0.00813686057680457,0.645151829070141,"7",NA
"FAM104A",0.00812798975211976,0.833772383186401,"16","FAM104A"
"RAD54L",0.00812310935452447,0.856646377979816,"1",NA
"PPARGC1A",0.0081156750623134,0.897648622363361,"5","PPARGC1A"
"GPR128",0.00810827702370928,0.601766834963475,"2","GPR128"
"SELL",0.00810434946130892,0.554593390492949,"1","SELL"
"LOC100426423",0.00809964858242211,0.917818785179063,"6",NA
"AR",0.00809704075008519,0.918121120537202,"X","AR"
"LOC708564",0.00809578133162006,0.817362067548666,"2","CCDC66"
"LOC706196",0.00809563188254648,0.797360693160817,"6","LYRM7"
"ELF2",0.00808336182514406,0.742124547649126,"5","ELF2"
"ZNF85",0.00807945051252985,0.650333523202543,"19","ZNF85"
"CEP57",0.00807275208054851,0.851975277462632,"14","CEP57"
"BRSK1",0.0080714831449414,0.88307956772893,"19",NA
"LOC711290",0.0080707333289028,0.729525361027677,"19","KANK3"
"LOC717082",0.00803745693314278,0.758709170985242,"1","TMEM61"
"EMILIN3",0.00803582957548937,0.723423100459763,"10","EMILIN3"
"BHLHE40",0.00803298627154371,0.893902729442567,"2","BHLHE40"
"SLC14A1",0.00802306758307626,0.846219575585057,"18","SLC14A1"
"GGCT",0.0080199681563454,0.915236363637763,"3","GGCT"
"PROCA1",0.00800812789437943,0.819449857323044,"16","PROCA1"
"C1H1orf52",0.00800773213640979,0.914235297366029,"1","C1orf52"
"FAXDC2",0.00798764914543633,0.752315481564832,"6","C5orf4"
"LOC722120",0.00798453278287762,0.66664778629426,"14","FERMT3"
"DDX47",0.00797765737328529,0.872125223577716,"11","DDX47"
"PHF7",0.00797673583282337,0.813962643016405,"2","PHF7"
"NTSR2",0.00796285654721614,0.831539098520348,"13","NTSR2"
"SLC2A5",0.0079426873298946,0.801086850234285,"1","SLC2A5"
"LOC710830",0.00792997430847108,0.699468784922096,"1","CGN"
"AGXT2L2",0.00791065631577296,0.746545059857294,"6","AGXT2L2"
"LOC702452",0.00787407247046553,0.907569467599509,"10",NA
"L3MBTL3",0.00787327424258566,0.897456444534524,"4","L3MBTL3"
"LOC696825",0.00786428468454198,0.912306492982365,"X","RPS6KA3"
"KLHL26",0.00785482676315296,0.828850999552015,"19","KLHL26"
"MTHFD2L",0.00785106139791899,0.912397321659376,"5","MTHFD2L"
"LOC721611",0.00784209886805239,0.907701077649343,"17","USP12"
"MAST2",0.00781059766279444,0.876774526727092,"1","MAST2"
"SLC27A1",0.00780806922063704,0.829858820926063,"19","SLC27A1"
"SLC16A7",0.00777496791098491,0.845643190407953,"11","SLC16A7"
"HIST1H2BJ",0.00776223688244572,0.706733673627205,"4","HIST1H2BK"
"MYCT1",0.0077538521156447,0.793032616861712,"4","MYCT1"
"LOC714238",0.00773599871421572,0.772589545028845,"9","CNNM2"
"CPT2",0.00772952171334921,0.876076004550075,"1","CPT2"
"LOC698322",0.00772176584867503,0.852048611331408,"12","CCDC148"
"LOC712320",0.00770232234077166,0.699291799652364,"4","CCDC170"
"MPPE1",0.0077013327825416,0.86935214551653,"18","MPPE1"
"LOC695968",0.00768098639023205,0.837712523833011,"10","PMEPA1"
"LOC100426338",0.00767110488142416,0.896912129841294,"19",NA
"CCR10",0.0076640935583959,0.669732840067615,"16","CCR10"
"TRAF7",0.00765675258686913,0.868851295490069,"20","TRAF7"
"RCAN1",0.00765424777912448,0.878164055463491,"3","RCAN1"
"PTH1R",0.00761430189316779,0.759292328331804,"2","PTH1R"
"LOC100426240",0.00761386562212198,0.925937563906951,"14",NA
"LPAR4",0.00760337496411261,0.93105742694898,"X","LPAR4"
"PACSIN1",0.007595633831089,0.891888359806789,"4","PACSIN1"
"LOC694924",0.00757400693370896,0.816744263557998,"X",NA
"LOC100424963",0.00755953499538844,0.764910988107039,"10",NA
"ZNF800",0.007552583427355,0.906050835170324,"3","ZNF800"
"LOC698063",0.00754432010540537,0.880470430504648,"11","KIAA1467"
"TCEAL1",0.0075412124471338,0.926593468179182,"X","TCEAL1"
"PITPNM2",0.00754108785752191,0.829189309143512,"11","PITPNM2"
"SCIN",0.00753652592706496,0.840819813947264,"3","SCIN"
"TRMT13",0.00752962470383132,0.852697434070511,"1","TRMT13"
"EMILIN1",0.00752477638117528,0.716288822543391,"13","EMILIN1"
"BTG1",0.00752010121584682,0.887281529410249,"11","BTG1"
"CTGF",0.00750968370369601,0.922488720655696,"4",NA
"TBC1D13",0.00750240213692224,0.88215798310348,"15","TBC1D13"
"XIRP1",0.00749578753704933,0.703449840627764,"2","XIRP1"
"SPOCK1",0.00749570005302311,0.928008834251954,"6","SPOCK1"
"ATP5G1",0.00749406261737638,0.912726785463882,"16","ATP5G1"
"LOC706539",0.00748784769596243,0.913385092914089,"6",NA
"LOC708441",0.00748653600238175,0.899632390926533,"1","HDAC1"
"ELP4",0.00748232663607914,0.82762605940111,"14","ELP4"
"MBOAT2",0.00747577120813058,0.905602463757696,"13","MBOAT2"
"POC1A",0.00744949919137654,0.8363683672694,"2","POC1A"
"PLCG2",0.00744535033677073,0.873744446884607,"20","PLCG2"
"KLF1",0.00744527558983648,0.884815621322447,"19","KLF1"
"LOC695278",0.00743282448009395,0.884904667509959,"10","SLC2A4RG"
"LOC713684",0.00742830606197378,0.923646841734738,"16","TEFM"
"TTLL4",0.00741293446568771,0.752544621326934,"12","TTLL4"
"ORC3",0.0074095602082665,0.877952243413728,"4",NA
"LOC716168",0.00738950169195304,0.921822860866236,"15",NA
"LOC719830",0.00738573122970597,0.696470893818602,"19",NA
"CYB5A",0.00737685903382174,0.874621739242246,"18","CYB5A"
"SNTB2",0.00735817625062291,0.907109688498312,"20","SNTB2"
"MOSPD2",0.00735752567002695,0.817772438945297,"X","MOSPD2"
"USMG5",0.00733587238435189,0.870697640106043,"9","USMG5"
"LRRIQ3",0.00733350304731065,0.826835833938622,"1","LRRIQ3"
"PPP3CC",0.00731278799414838,0.862846495390498,"8","PPP3CC"
"BEND6",0.00731009058071906,0.939007600860128,"4","BEND6"
"METTL5",0.00730286021719778,0.868231523555027,"12","METTL5"
"YIPF5",0.0073020270368302,0.862644446160219,"6","YIPF5"
"STARD3",0.00728571700288122,0.773503651443865,"16","STARD3"
"ATL1",0.00728353128238805,0.847326001433264,"7","ATL1"
"LOC710176",0.00727610931488772,0.727477893439041,"6","KIAA0947"
"ZNF408",0.00727000333197565,0.826992232586969,"14","ZNF408"
"LOC716822",0.00726513882636795,0.814156462195215,"3","DENND2A"
"C7H14orf28",0.00725799863655523,0.93919558301656,"7",NA
"FAM168B",0.00725488302697987,0.878756701201407,"13","FAM168B"
"LOC709196",0.00724978132674862,0.821950273147894,"10","SNX21"
"LOC718937",0.00724302186704958,0.875778586999327,"16","FAM20A"
"LECT1",0.00723988502573222,0.872762902866401,"17","LECT1"
"NKAP",0.0072322220140491,0.810923644463225,"X","NKAP"
"RPS3",0.00723133265573859,0.790771436851422,"14","RPS3"
"KCTD10",0.00722460193499909,0.86772877089145,"11","KCTD10"
"LZTS1",0.00720063702733725,0.88710382567325,"8","LZTS1"
"LOC722308",0.00719443514672743,0.716897775030338,"1",NA
"SLC16A10",0.00718696281704221,0.735182656822128,"4","SLC16A10"
"EVI5L",0.00717276194883535,0.868656333318078,"19","EVI5L"
"FARP1",0.00715701582245354,0.925734003817232,"17","FARP1"
"LOC718339",0.00715386151521467,0.868958395485947,"1","IER5"
"PNKD",0.00713089039259458,0.782951575554205,"12","PNKD"
"LOC706977",0.00709107383551778,0.932975190581442,"3",NA
"BGN",0.00709015775139999,0.807621172025477,"X","BGN"
"TBL2",0.00708482323124952,0.757042073635546,"3","TBL2"
"SSUH2",0.00707796469554739,0.65688230505958,"2","SSUH2"
"OSBPL1A",0.00706873066905817,0.931300444696995,"18","OSBPL1A"
"FXR1",0.00706189327781043,0.842380413071577,"2","FXR1"
"EIF3J",0.00705812668785924,0.869748072920317,"7","EIF3J"
"LOC697402",0.00704970696346563,0.696195513700072,"20","VWA3A"
"LOC698329",0.00703683397164598,0.720447347063556,"13","CD8A"
"PCYOX1L",0.00703502974252349,0.879827117313913,"6","PCYOX1L"
"ADAMTS5",0.00702459869073038,0.9295812683081,"3","ADAMTS5"
"C9orf25",0.00702436711687603,0.902972107203958,"15","FAM219A"
"ABO",0.00701491964327472,0.607093570898088,"15","ABO"
"SRP72",0.00701107863565345,0.729793180095061,"5","SRP72"
"CTAGE5",0.00700255284860091,0.90540124786678,"7","CTAGE5"
"LOC716319",0.00698664304082507,0.932501169008016,"13","ZFP36L2"
"IL5",0.00697570026970268,0.831072278496229,"6","IL5"
"LOC696548",0.00696778732374203,0.694413982763814,"11",NA
"LOC719614",0.00695188823409523,0.86041458089669,"10","KCNQ2"
"LOC711689",0.00695070072332822,0.652543302485327,"14",NA
"GRM2",0.00692888708875703,0.867833072922836,"2","GRM2"
"GALNT6",0.00692420485400375,0.79446268175915,"11","GALNT6"
"P2RY10",0.00692260573745149,0.554039946811252,"X","P2RY10"
"TMEM50A",0.00691604368837881,0.883630133993323,"1","TMEM50A"
"WDTC1",0.00690914408851103,0.863381867841224,"1","WDTC1"
"PNMA1",0.00689608997193418,0.846199613609153,"7","PNMA1"
"LOC719600",0.00688838336041104,0.872521338663531,"19","TMEM38A"
"PPP5C",0.00687876797747547,0.791005440977198,"19","PPP5C"
"ATF4",0.00686205818763071,0.922522226432094,"10","ATF4"
"NDUFS3",0.00685800683343103,0.904049674306869,"14","NDUFS3"
"BAD",0.00685642997774957,0.895676665320918,"14","BAD"
"LOC722740",0.00681995469384333,0.939579260378541,"1","FBXO6"
"FAM123C",0.00681571689006834,0.877703821152592,"13","FAM123C"
"RPS21",0.00681154910938081,0.797490726635268,"10","RPS21"
"SSBP2",0.00681090932294205,0.904925370549763,"6","SSBP2"
"LOC100425067",0.00680309203348199,0.693987622083321,"15",NA
"TBR1",0.00680234993475773,0.605714590646894,"12",NA
"LOC703647",0.00679777492974427,0.895948450259034,"13","ARHGEF4"
"PLK4",0.00678962507484722,0.922701832551043,"5","PLK4"
"ELP6",0.00678710745700806,0.867627338087381,"2","ELP6"
"TMEM198",0.00675145780446016,0.828719064140543,"12","TMEM198"
"RNF175",0.00672530801982836,0.947092742939656,"5","RNF175"
"OSBPL10",0.00671577382485921,0.91772790043829,"2","OSBPL10"
"LOC714785",0.00669072020359888,0.773329683918577,"7","NFATC4"
"EXO1",0.00666900285482025,0.823180724304943,"1","EXO1"
"THOC2",0.0066455755613697,0.888436413887602,"X","THOC2"
"TLE3",0.00664291426678138,0.889228753373027,"7",NA
"UAP1",0.00663113010766514,0.896926690743851,"1","UAP1"
"TRIM39",0.0066246343461755,0.876782853452725,"6",NA
