"Gene","Layer","Age","Region","log2FoldChange","Pvalue"
"TNNC2","L2/L3","3M","V1",1.10540452497059,0.00377679503917454
"KCNT2","L2/L3","3M","V1",1.16519230032093,0.00378666674162432
"HAS3","L2/L3","3M","V1",1.40649510567184,0.00380692643429236
"LOC100427957","L2/L3","3M","V1",1.48169579568326,0.00380733481923442
"CADPS2","L2/L3","3M","V1",2.62662444883022,0.0038131244470101
"FRAS1","L2/L3","3M","V1",1.8309150680909,0.00386809407065056
"CD247","L2/L3","3M","V1",1.54857191802499,0.0040153582712152
"LOC701559","L2/L3","3M","V1",1.07548121869268,0.00402056543778295
"UNC13B","L2/L3","3M","V1",1.76932005820843,0.0040594560245259
"HRH2","L2/L3","3M","V1",1.81804224749508,0.00413839428271335
"LOC100428114","L2/L3","3M","V1",1.16584243686183,0.00417754050604191
"LOC712757","L2/L3","3M","V1",1.00041545960091,0.00423391512787831
"SLC24A2","L2/L3","3M","V1",1.10940776131469,0.00423505358466418
"USP36","L2/L3","3M","V1",1.22909843689453,0.00424386778485558
"ZBTB43","L2/L3","3M","V1",1.48722227739028,0.00425828038490636
"LOC718903","L2/L3","3M","V1",1.08610671057445,0.00426562299057299
"LOC100428624","L2/L3","3M","V1",1.1706999620856,0.00433748068225436
"XRN1","L2/L3","3M","V1",1.63207558133105,0.00434751055142226
"SCRT2","L2/L3","3M","V1",1.27152127017185,0.00443745818336897
"CTNNAL1","L2/L3","3M","V1",2.21277656065122,0.00443999543259877
"PVRL3","L2/L3","3M","V1",2.63535172282032,0.00444209050219306
"SLC8A1","L2/L3","3M","V1",2.16018628920725,0.00445785880614347
"PAIP2B","L2/L3","3M","V1",1.24255167852901,0.00446265259831333
"ENDOU","L2/L3","3M","V1",1.06200626197455,0.00449061219692715
"EGR1","L2/L3","3M","V1",1.50157811664302,0.00451760084996955
"C2H3orf58","L2/L3","3M","V1",1.05484321560983,0.00456441525105327
"CHRD","L2/L3","3M","V1",1.41369691609124,0.00461348113167271
"LOC694100","L2/L3","3M","V1",1.17025816608102,0.00465138674699982
"ACRC","L2/L3","3M","V1",1.124508093944,0.00466479332022067
"ADAM23","L2/L3","3M","V1",1.07393605851382,0.00468166849582813
"LUC7L3","L2/L3","3M","V1",2.0945876766365,0.00469155473613173
"PAGR1","L2/L3","3M","V1",1.05117232477887,0.0047383391140316
"FOXN2","L2/L3","3M","V1",1.0564776682694,0.00480152670479493
"CHGB","L2/L3","3M","V1",1.15069033231507,0.00483539007285565
"ZFPM2","L2/L3","3M","V1",1.68752488167794,0.00484654560913643
"CST6","L2/L3","3M","V1",1.06128499559908,0.0048546395665592
"SCN1A","L2/L3","3M","V1",1.25159288692689,0.0048585684711574
"LOC100428564","L2/L3","3M","V1",1.37486333490477,0.00490536501023175
"GNRH1","L2/L3","3M","V1",1.09516847056613,0.004921355500934
"TET2","L2/L3","3M","V1",1.53935089664849,0.0049621002858091
"TRIM29","L2/L3","3M","V1",1.10482207165552,0.00500556665318233
"SLC38A11","L2/L3","3M","V1",1.47165481109684,0.00519676415636083
"NOX3","L2/L3","3M","V1",1.2163394992777,0.00521058976923114
"BATF","L2/L3","3M","V1",1.77382767912481,0.00529394493895732
"ZNF704","L2/L3","3M","V1",1.21516826327563,0.00537960551242887
"RGS6","L2/L3","3M","V1",1.36779479924372,0.00543564977401813
"SH3RF2","L2/L3","3M","V1",1.46216879025368,0.00546884184144958
"PCDHA6","L2/L3","3M","V1",1.29186655765602,0.0055253974175821
"MAP3K5","L2/L3","3M","V1",1.0177196937587,0.00554153570501058
"GREM1","L2/L3","3M","V1",1.66141249449254,0.00564763799655656
"MLL3","L2/L3","3M","V1",1.41475664617281,0.00568998573744023
"CBR3","L2/L3","3M","V1",1.5597696678921,0.00571483922185522
"TAF5","L2/L3","3M","V1",1.18631076572219,0.00576841339248936
"LOC696091","L2/L3","3M","V1",1.31856462433507,0.00580273134890632
"LOC706847","L2/L3","3M","V1",1.22825608208443,0.00581405013132494
"CCDC122","L2/L3","3M","V1",1.38500704689085,0.00581585731335316
"LOC702903","L2/L3","3M","V1",1.02339273328348,0.00585049290683115
"ZNF300","L2/L3","3M","V1",1.00162147670349,0.0058605748665626
"LOC716850","L2/L3","3M","V1",1.05071641366321,0.00587435261308767
"CSRNP1","L2/L3","3M","V1",1.08051861284988,0.00590568701703665
"UHRF1BP1","L2/L3","3M","V1",1.17450945701375,0.00590911352078611
"KLHL34","L2/L3","3M","V1",1.24453176601398,0.00595614692752992
"PRR15","L2/L3","3M","V1",1.99697359011002,0.00600443926970998
"HHATL","L2/L3","3M","V1",1.16882994869727,0.00603843071653347
"SATB2","L2/L3","3M","V1",1.11832609488865,0.00606516743451616
"RACGAP1","L2/L3","3M","V1",1.32721536001871,0.00608404073856888
"POSTN","L2/L3","3M","V1",1.1762427930934,0.00613097184081167
"INHBA","L2/L3","3M","V1",1.15859052490738,0.00622295056769876
"LOC718331","L2/L3","3M","V1",1.65992021172502,0.00624005109563136
"CAPN14","L2/L3","3M","V1",2.60480100212,0.00628229968844707
"HTR1D","L2/L3","3M","V1",1.06138276183219,0.0063156701181562
"ATR","L2/L3","3M","V1",1.09884029038032,0.00635427014389518
"LOC702306","L2/L3","3M","V1",1.77481049261052,0.00640414897669095
"RHAG","L2/L3","3M","V1",1.19989117504274,0.0064042240191908
"ASXL3","L2/L3","3M","V1",1.27312892993505,0.00642250802170661
"LOC706392","L2/L3","3M","V1",1.15475451800202,0.00651155259636665
"LOC100428682","L2/L3","3M","V1",1.80626443438112,0.00660399008003172
"RSPO2","L2/L3","3M","V1",1.33126438380268,0.00665649784219732
"PUS10","L2/L3","3M","V1",1.37391562547863,0.00670679812647439
"FAM198B","L2/L3","3M","V1",2.19499647071315,0.00674665788243424
"AVPR1A","L2/L3","3M","V1",2.8214193035532,0.00678508715832118
"TARBP1","L2/L3","3M","V1",1.15497828951625,0.00686709213363821
"LOC716399","L2/L3","3M","V1",1.01347227341568,0.00692359167136401
"LOC100424165","L2/L3","3M","V1",1.602600860154,0.00692475088893707
"CHN2","L2/L3","3M","V1",1.19155263549961,0.00697791398465388
"DNAJC15","L2/L3","3M","V1",1.08603405771998,0.00697921287508944
"FOSL2","L2/L3","3M","V1",1.57053230646449,0.00699363591798783
"GCA","L2/L3","3M","V1",1.43464778869674,0.00705515991814214
"ST18","L2/L3","3M","V1",1.60040058126429,0.00708135501451741
"LPAR3","L2/L3","3M","V1",1.75708863859829,0.0070919357411647
"LOC708778","L2/L3","3M","V1",1.04519135635458,0.00714890144632323
"ARHGAP10","L2/L3","3M","V1",1.3096306842476,0.00722352110845253
"PIK3R3","L2/L3","3M","V1",1.00139059886868,0.00747954391460594
"LOC712303","L2/L3","3M","V1",1.4875288039984,0.00751131709332714
"EDN1","L2/L3","3M","V1",1.9303776286204,0.0075402398238166
"BCL2L11","L2/L3","3M","V1",1.32565709316528,0.00757139936113727
"ELAVL4","L2/L3","3M","V1",1.15702542870399,0.00775857057956238
"BCOR","L2/L3","3M","V1",1.30426062869945,0.00780034805892458
"SLC17A6","L2/L3","3M","V1",2.32592539938397,0.0078837537939526
"SENP6","L2/L3","3M","V1",1.30991918079338,0.00792774809098043
"RET","L2/L3","3M","V1",1.27800507675874,0.00809927343755629
"SH2D4B","L2/L3","3M","V1",1.04902185794352,0.0081295392556071
"ADAMTS6","L2/L3","3M","V1",1.12478780807862,0.00813815195457076
"PLEKHF2","L2/L3","3M","V1",1.0118626041812,0.0081924046819175
"LOC713976","L2/L3","3M","V1",1.11303315834699,0.0082498862019658
"PPM1L","L2/L3","3M","V1",1.17585006054087,0.00825648172988345
"CLK4","L2/L3","3M","V1",1.53393295463464,0.00827979737604912
"LOC100427949","L2/L3","3M","V1",1.69062592529059,0.00847890360714628
"KLF10","L2/L3","3M","V1",1.21762023017023,0.00850033056106699
"ZNF148","L2/L3","3M","V1",1.00654720642257,0.00851949828647847
"MGAT4A","L2/L3","3M","V1",1.06456321451536,0.00855605703805709
"ZMYM2","L2/L3","3M","V1",2.00779536410368,0.00860324862474961
"MCOLN1","L2/L3","3M","V1",1.02544693103119,0.00862046254379405
"PEX5L","L2/L3","3M","V1",1.16082410592842,0.00864485022063441
"MYSM1","L2/L3","3M","V1",1.37833289910069,0.00881196450285964
"CHP2","L2/L3","3M","V1",1.0927691404221,0.00895082340870758
"AGFG1","L2/L3","3M","V1",1.79716567730058,0.00897337766510091
"SERTAD4","L2/L3","3M","V1",2.51786984140796,0.00900578177612402
"PAK7","L2/L3","3M","V1",1.10934227592625,0.00902624169419265
"LOC696389","L2/L3","3M","V1",1.29871281811103,0.00908144269241791
"LOC710897","L2/L3","3M","V1",1.07937296911397,0.0090874881803176
"VSTM2A","L2/L3","3M","V1",1.14980028747786,0.00909100438728022
"ETV6","L2/L3","3M","V1",1.54260225952747,0.00909850184115947
"NR3C2","L2/L3","3M","V1",1.23485699384216,0.00917601277004335
"KBTBD8","L2/L3","3M","V1",1.31347410761232,0.00926840759393771
"LOC698935","L2/L3","3M","V1",1.43402643825867,0.00942965638794705
"DYRK2","L2/L3","3M","V1",1.34681672002226,0.00946707015471753
"LOC694670","L2/L3","3M","V1",1.31647290039861,0.00950104073143596
"LIN28B","L2/L3","3M","V1",1.09080217788879,0.00950260760845716
"KLF9","L2/L3","3M","V1",1.42903745625046,0.0095058875344206
"UNC5D","L2/L3","3M","V1",1.2399392287916,0.00958594713396496
"LOC714876","L2/L3","3M","V1",1.27913086942151,0.00972491607658311
"ADCY9","L2/L3","3M","V1",1.14901287304258,0.00994111684739185
"LOC100427955","L2/L3","3M","V1",1.34607792547864,0.00998909886206768
"MFAP3L","L2/L3","3M","V1",1.27162978357141,0.00998918815414833
"LOC713904","L2/L3","3M","V1",1.1304446927207,0.0100075346478388
"EXPH5","L2/L3","3M","V1",1.94489945838373,0.0102042396234817
"PDGFRL","L2/L3","3M","V1",1.82240831095551,0.0103962685851977
"LOC709080","L2/L3","3M","V1",1.63630836186014,0.0104684354927475
"DACT1","L2/L3","3M","V1",1.03846286371092,0.0105639646403161
"CLK1","L2/L3","3M","V1",1.24894687711796,0.0106307427349225
"SLC19A2","L2/L3","3M","V1",1.23655828037716,0.0106513464836889
"SEMA6D","L2/L3","3M","V1",1.02559158943231,0.0107548735722774
"PDE7B","L2/L3","3M","V1",1.4933757432613,0.0108727427681034
"DUSP4","L2/L3","3M","V1",1.50099006394252,0.0109428573992189
"EGR2","L2/L3","3M","V1",1.52245612371708,0.0109682070612547
"ACAP2","L2/L3","3M","V1",1.79977834691961,0.011018964374627
"RUNX2","L2/L3","3M","V1",1.31984855585949,0.0111214226380104
"PPP3CA","L2/L3","3M","V1",2.80784823931406,0.0111786619296553
"FBXL5","L2/L3","3M","V1",1.16723944534181,0.0112133527561104
"NCOA1","L2/L3","3M","V1",1.64522448573908,0.0113538467791716
"MOCS2","L2/L3","3M","V1",1.07918945655235,0.0114681295933146
"CREBZF","L2/L3","3M","V1",1.51877575106634,0.0115570423287859
"SERTAD2","L2/L3","3M","V1",1.1292925807892,0.0115676039734934
"TCERG1","L2/L3","3M","V1",1.17710111808098,0.0115974956256887
"LOC100423826","L2/L3","3M","V1",1.50321059259414,0.0116825406799542
"LOC698292","L2/L3","3M","V1",1.24433543678868,0.0118241272536024
"LOC697097","L2/L3","3M","V1",1.40400564030769,0.0118615349895843
"ART3","L2/L3","3M","V1",4.56523094327362,0.0120583293136432
"LOC712687","L2/L3","3M","V1",1.76827441108699,0.0120917655228676
"SEMA3D","L2/L3","3M","V1",1.57803375951628,0.0122685000914356
"C6H5orf24","L2/L3","3M","V1",1.11188899204947,0.0122759198448405
"BICC1","L2/L3","3M","V1",1.862147174667,0.0124467269747846
"AKAP7","L2/L3","3M","V1",1.02657602774016,0.0124605969790748
"DPP4","L2/L3","3M","V1",1.63451023905639,0.0124953151185182
"CAV1","L2/L3","3M","V1",1.9008897942147,0.0125834012543882
"CBR4","L2/L3","3M","V1",1.15549437048543,0.0127223833330695
"RASA2","L2/L3","3M","V1",1.44641266235632,0.0127806365317878
"LOC100427889","L2/L3","3M","V1",1.7236085821359,0.0128687824942672
"MXRA5","L2/L3","3M","V1",1.61221454912275,0.0129472329331322
"JAK2","L2/L3","3M","V1",1.18103095934375,0.013016629191251
"LOC714047","L2/L3","3M","V1",1.12401639185267,0.0130698252314651
"LOC707295","L2/L3","3M","V1",1.32056157897201,0.0133013078892458
"LOC100429204","L2/L3","3M","V1",1.00384585512565,0.0134207766755985
"EGR3","L2/L3","3M","V1",1.05551007396487,0.0134214281693354
"COL11A2","L2/L3","3M","V1",1.03891422295094,0.0134475925732732
"STC2","L2/L3","3M","V1",1.38841839927016,0.0135385872959864
"CCNT2","L2/L3","3M","V1",1.32250641646948,0.0138250924796164
"LOC574102","L2/L3","3M","V1",1.24125804181315,0.0138346142557976
"LOC710818","L2/L3","3M","V1",1.41834622047563,0.0140037627024861
"SIK1","L2/L3","3M","V1",1.62219520784004,0.0141308494495774
"GLMN","L2/L3","3M","V1",1.51226444005442,0.0141386413042129
"VRK2","L2/L3","3M","V1",1.81843590407966,0.0142204143288083
"ANKRD32","L2/L3","3M","V1",1.17257952487788,0.0142493269771792
"LOC100428419","L2/L3","3M","V1",1.46751129823689,0.0143395989280996
"SORCS1","L2/L3","3M","V1",1.35007969560198,0.0143734247689726
"CPLX2","L2/L3","3M","V1",1.07230203784452,0.0144446443586831
"SLC24A4","L2/L3","3M","V1",1.44200048982655,0.0145098071052828
"LOC716862","L2/L3","3M","V1",1.84214837258007,0.0146440662732011
"LOC719891","L2/L3","3M","V1",1.28592437813927,0.0146558537052219
"ATF7IP","L2/L3","3M","V1",1.07817569912489,0.0146992368371648
"DUSP6","L2/L3","3M","V1",1.04394650739099,0.014757063977819
"ZNF451","L2/L3","3M","V1",1.00550061310679,0.0147571576787794
"RALA","L2/L3","3M","V1",1.13685069406229,0.0149992763660327
"LOC701826","L2/L3","3M","V1",1.08598506992788,0.0151068324270554
"SKP2","L2/L3","3M","V1",1.22732102705852,0.0151846935572625
"LOC696742","L2/L3","3M","V1",1.70032004968532,0.0154509879209436
"LOC100430230","L2/L3","3M","V1",1.0973794539797,0.0155133493810307
"FAM84A","L2/L3","3M","V1",1.07565934317587,0.0156076857885528
"LOC100430610","L2/L3","3M","V1",1.45670587560138,0.0158096036985509
"C9H10orf12","L2/L3","3M","V1",1.21498503540787,0.015849982220976
"RFTN1","L2/L3","3M","V1",1.07945405125024,0.0161011585922028
"LOC715247","L2/L3","3M","V1",1.01914400598743,0.0163588105222955
"INSM2","L2/L3","3M","V1",1.23066667492181,0.016378188252479
"CNTNAP5","L2/L3","3M","V1",1.04633143568673,0.0164092659914046
"DSCAM","L2/L3","3M","V1",1.20303561490375,0.0165646837811299
"LOC694029","L2/L3","3M","V1",1.12432998915745,0.0167491512263333
"PLAGL1","L2/L3","3M","V1",1.24531428890679,0.0168102310799672
"DENND1B","L2/L3","3M","V1",1.36034088064896,0.0169040458695671
"RBM33","L2/L3","3M","V1",1.07884490737475,0.0169587463916332
"LOC694192","L2/L3","3M","V1",1.20998168811178,0.0170320710516372
"MATN4","L2/L3","3M","V1",1.40923494616666,0.0173446744116667
"ABCC13","L2/L3","3M","V1",1.30808431518938,0.0173845485648128
"COL24A1","L2/L3","3M","V1",1.28487754057739,0.017528712128529
"PION","L2/L3","3M","V1",1.02129927599295,0.0179031064037239
"LOC712408","L2/L3","3M","V1",1.3560186614397,0.0180279320660523
"LOC695330","L2/L3","3M","V1",1.9157810356899,0.0182402901587122
"ZMYND17","L2/L3","3M","V1",1.90697651397581,0.0182784162986347
"LOC712321","L2/L3","3M","V1",1.12564149426044,0.0183082337139518
"FAP","L2/L3","3M","V1",2.84765446694771,0.0184331589752594
"EFNA5","L2/L3","3M","V1",1.08562841810208,0.0185173268369694
"RBM25","L2/L3","3M","V1",1.23180415883345,0.0186664129847808
"LOC715110","L2/L3","3M","V1",1.1915077818932,0.0186877374016827
"GALNT7","L2/L3","3M","V1",1.16839215539382,0.0189055849611824
"MAG","L2/L3","3M","V1",1.04630704378517,0.0190368504168782
"RAPGEF5","L2/L3","3M","V1",1.1288078020267,0.0190898335427384
"ACTN4","L2/L3","3M","V1",1.02397526715074,0.019276835674442
"METTL15","L2/L3","3M","V1",1.20681599428268,0.0194559119380104
"KCTD3","L2/L3","3M","V1",1.16263567391074,0.0196824183264492
"ALG6","L2/L3","3M","V1",1.10274557478323,0.0197519447764061
"CYLD","L2/L3","3M","V1",1.04272717230787,0.0197964011782173
"LOC713204","L2/L3","3M","V1",1.22565682097157,0.0199327469008428
"SLC25A41","L2/L3","3M","V1",1.26554023642796,0.0199544392655302
"CYS1","L2/L3","3M","V1",1.33178189124592,0.0202575899246059
"LNX1","L2/L3","3M","V1",1.07566469411635,0.0202783121986357
"ARHGAP32","L2/L3","3M","V1",1.33539082036347,0.0204022535173858
"RBM44","L2/L3","3M","V1",1.6026714230477,0.0205547275440838
"EMX1","L2/L3","3M","V1",1.01648033126538,0.0208913643280286
"MBTD1","L2/L3","3M","V1",1.31089029660074,0.0213549237600985
"KANK2","L2/L3","3M","V1",1.12679001662317,0.0217463261057183
"SYTL2","L2/L3","3M","V1",1.20288892801442,0.0222641985204191
"LOC715099","L2/L3","3M","V1",1.34737627203512,0.0223396530338091
"SLC25A37","L2/L3","3M","V1",1.23208100864908,0.0223461846886817
"HECTD2","L2/L3","3M","V1",1.03137989060879,0.0224915483173634
"DCC","L2/L3","3M","V1",1.70962797275982,0.022561956681539
"ZFYVE16","L2/L3","3M","V1",1.96680794640195,0.022708844794546
"LOC100426426","L2/L3","3M","V1",1.5726099225894,0.0227499287046493
"LOC708128","L2/L3","3M","V1",1.26582687075894,0.0228040940552139
"LOC697012","L2/L3","3M","V1",1.08838679486291,0.022826504600588
"HS3ST4","L2/L3","3M","V1",1.30336444986009,0.0231450502195157
"TET3","L2/L3","3M","V1",1.09806099639781,0.0233060240166406
"DCBLD2","L2/L3","3M","V1",1.02034620460848,0.0236066485905374
"ZNF189","L2/L3","3M","V1",1.2270917181637,0.0238264657985009
"LOC697197","L2/L3","3M","V1",1.13160187394833,0.0239339315329758
"PPP4R2","L2/L3","3M","V1",1.2419026011213,0.0239562125999771
"LOC705997","L2/L3","3M","V1",1.1343594420903,0.0242537398103672
"ZBTB34","L2/L3","3M","V1",1.17983803828363,0.0243367305900593
"COL4A4","L2/L3","3M","V1",1.1147966671797,0.0244499358502238
"ABI3BP","L2/L3","3M","V1",2.83926624202672,0.0247400164846581
"ZNF420","L2/L3","3M","V1",1.006656915372,0.0249753613924771
"VAMP2","L2/L3","3M","V1",1.33780529260417,0.025086388606179
"LOC708457","L2/L3","3M","V1",1.24457095701329,0.025107983765874
"PIGA","L2/L3","3M","V1",1.44095169203542,0.0251148860792088
"ITGA10","L2/L3","3M","V1",1.08888441396943,0.025402754591182
"LOC716031","L2/L3","3M","V1",1.31653323623389,0.0254823588548302
"ARAP2","L2/L3","3M","V1",1.13547171557035,0.0254993451307374
"CWF19L2","L2/L3","3M","V1",1.21826668343689,0.0258640163870543
"NKX1-2","L2/L3","3M","V1",1.70246384742754,0.0260845560917531
"PDZRN3","L2/L3","3M","V1",1.11541048029653,0.0266059338248651
"LOC721986","L2/L3","3M","V1",1.0585989286042,0.0269484684433954
"COL4A3","L2/L3","3M","V1",1.38592568517471,0.0271891261191635
"GOLGA7B","L2/L3","3M","V1",1.14643421539351,0.0271902791861899
"GSG1L","L2/L3","3M","V1",1.01166200726775,0.0273400449292993
"COL5A2","L2/L3","3M","V1",1.81003568533874,0.0277739228172604
"PER3","L2/L3","3M","V1",1.0220451335243,0.0282942988628646
"LOC695085","L2/L3","3M","V1",1.3642719580037,0.0284677846078205
"ERCC4","L2/L3","3M","V1",1.09606830167194,0.0286127414682318
"PCMTD2","L2/L3","3M","V1",1.27062104905954,0.0286379716924273
"ANTXR2","L2/L3","3M","V1",1.66311536782253,0.0288851334589211
"CDC73","L2/L3","3M","V1",1.45319183500323,0.0290948662758269
"BDP1","L2/L3","3M","V1",1.01354480946503,0.0291893034257711
"NR3C1","L2/L3","3M","V1",1.03265109154574,0.0292100335713018
"CCNJ","L2/L3","3M","V1",1.14547395604089,0.0292199886186495
"KCNH7","L2/L3","3M","V1",2.12221070811339,0.0296286690332922
"PITPNA","L2/L3","3M","V1",1.05173022015395,0.0297078038403544
"P2RX7","L2/L3","3M","V1",1.15864521578653,0.0300836525466999
"LOC694510","L2/L3","3M","V1",1.49308322897809,0.030191078058232
"LOC100425265","L2/L3","3M","V1",1.30513079433551,0.0304292782460404
"WFDC2","L2/L3","3M","V1",1.03211451620466,0.0305978474140815
"TRPC3","L2/L3","3M","V1",1.00425467825789,0.030881179309836
"LOC100425025","L2/L3","3M","V1",1.17983314363885,0.0319642901386074
"ATAD2B","L2/L3","3M","V1",1.11873981462606,0.0325394491196689
"MET","L2/L3","3M","V1",2.37236067567915,0.0326700852312629
"ITGA6","L2/L3","3M","V1",1.1575932492546,0.0327529135376392
"KCNS2","L2/L3","3M","V1",1.06477601404154,0.0338599128324658
"LRRC7","L2/L3","3M","V1",1.02816336424038,0.0338942800711566
"LGR5","L2/L3","3M","V1",1.00771349321002,0.0343305888182407
"ZSCAN12","L2/L3","3M","V1",1.28009949463314,0.0343373136396907
"RAB17","L2/L3","3M","V1",3.36752265749498,0.0350336360245483
"LOC100426875","L2/L3","3M","V1",1.37044018817014,0.0357696770640569
"CKMT2","L2/L3","3M","V1",1.01308000214306,0.0358106367004281
"RYR3","L2/L3","3M","V1",1.16940059689061,0.0359629342771939
"AMMECR1","L2/L3","3M","V1",1.22883760799393,0.0362732667523364
"LOC707266","L2/L3","3M","V1",1.32746573467312,0.0363118606781263
"KLK8","L2/L3","3M","V1",1.02917155138333,0.0370143885455184
"RIT2","L2/L3","3M","V1",1.11951859160193,0.0370227357236189
"EYA1","L2/L3","3M","V1",1.18665666844274,0.0371184282550908
"LOC704750","L2/L3","3M","V1",1.21862152789984,0.03792594066837
"PPP1R3C","L2/L3","3M","V1",1.12781408756124,0.0381245982110044
"PLS1","L2/L3","3M","V1",1.31589305582907,0.0382762008111042
"LOC712386","L2/L3","3M","V1",1.07356355641525,0.0387644792269655
"LOC695784","L2/L3","3M","V1",1.08111832293621,0.0400135505990305
"LOC710797","L2/L3","3M","V1",1.01153267804037,0.0409193414280669
"SPAG1","L2/L3","3M","V1",1.0234844432459,0.0411930495785745
"LOC100424862","L2/L3","3M","V1",1.68212902430745,0.0434406688552677
"CD2AP","L2/L3","3M","V1",1.32130580058325,0.0436494262671448
"SLC18A2","L2/L3","3M","V1",1.05825039676554,0.0440066162158335
"REC8","L2/L3","3M","V1",1.34473759360999,0.0443593833654998
"C15H9orf3","L2/L3","3M","V1",1.01897692940164,0.0443860460229168
"LOC100425522","L2/L3","3M","V1",1.02547836449378,0.0444911040384909
"PDE8B","L2/L3","3M","V1",1.11198207762364,0.0450755194431734
"LOC100428250","L2/L3","3M","V1",1.2857570963754,0.0451007522168472
"RALGAPA2","L2/L3","3M","V1",1.22259742931421,0.0467161640177024
"GAS2","L2/L3","3M","V1",1.15155856705749,0.0467539699006276
"INO80D","L2/L3","3M","V1",1.01028373841462,0.047101493176277
"FOXP2","L2/L3","3M","V1",1.66185673071732,0.0475261727282443
"LOC704041","L2/L3","12M","ACG",1.34750396308028,5.86909809140286e-05
"G3BP1","L2/L3","12M","ACG",1.40164517913622,8.48127144215997e-05
"PPIL6","L2/L3","12M","ACG",1.6332925910143,8.95112277450282e-05
"ZNF800","L2/L3","12M","ACG",3.1935740202902,9.88207910112166e-05
"ALDH1L1","L2/L3","12M","ACG",2.82209575169462,0.000113010667975098
"CD46","L2/L3","12M","ACG",3.70869707776183,0.000149536848677106
"PCDH17","L2/L3","12M","ACG",2.05997182629002,0.000206685190040477
"RASAL1","L2/L3","12M","ACG",1.53450498305914,0.000287088024802504
"WNT10A","L2/L3","12M","ACG",1.06504870603726,0.000291341499352067
"DSEL","L2/L3","12M","ACG",2.03135221338964,0.000336531831488904
"PPEF1","L2/L3","12M","ACG",1.99819566457898,0.000380647668044387
"DNAL4","L2/L3","12M","ACG",1.01587127560484,0.000389449676988883
"CD36","L2/L3","12M","ACG",3.08112572168386,0.000391418867470682
"TROAP","L2/L3","12M","ACG",1.0237870136835,0.000473617786952905
"ROPN1B","L2/L3","12M","ACG",1.87503401069707,0.000517833790762645
"RTP2","L2/L3","12M","ACG",2.68153484144234,0.00057842668814444
"PRSS12","L2/L3","12M","ACG",2.21702114896377,0.000742784971523695
"LOC716059","L2/L3","12M","ACG",2.45560109277434,0.000806857134731027
"MAN1A1","L2/L3","12M","ACG",1.85540420590992,0.000818644769814788
"SYT6","L2/L3","12M","ACG",1.4112605462252,0.000837908100178194
"CBX5","L2/L3","12M","ACG",1.3305904692851,0.000847457068798048
"KIAA1486","L2/L3","12M","ACG",1.14914098319159,0.000867906694092507
"GLRA3","L2/L3","12M","ACG",1.2817421269651,0.000885093968663121
"EXOC3L4","L2/L3","12M","ACG",1.8405870697867,0.000967637752875772
"RFX3","L2/L3","12M","ACG",2.82587707847909,0.00103075755142314
"SPINK2","L2/L3","12M","ACG",1.58676142786225,0.00107935889536061
"TMEM159","L2/L3","12M","ACG",1.47205021591354,0.00113021528381264
"PALLD","L2/L3","12M","ACG",1.04479907727839,0.00118868464584023
"LITAF","L2/L3","12M","ACG",1.15991765473677,0.00118892869722022
"C1H1orf95","L2/L3","12M","ACG",1.88161068269508,0.0012097398288093
"TDRD9","L2/L3","12M","ACG",1.97252719148156,0.00134122414480282
"DSG3","L2/L3","12M","ACG",1.84882577155609,0.00136193085229383
"LRRC56","L2/L3","12M","ACG",1.30065666147164,0.00137202809230444
"RIPPLY1","L2/L3","12M","ACG",1.04183777422617,0.00146296175681518
"ZNF366","L2/L3","12M","ACG",1.05392383733339,0.00152117572018568
"CDH9","L2/L3","12M","ACG",1.12017851384343,0.00154537726212808
"MEPE","L2/L3","12M","ACG",1.97301322229842,0.00157398266035158
"IGFBP5","L2/L3","12M","ACG",2.34368321978216,0.00158531558300564
"KLF4","L2/L3","12M","ACG",1.02949484661845,0.00158856275668546
"LOC718169","L2/L3","12M","ACG",1.54913801323783,0.00167407755965538
"TAF7L","L2/L3","12M","ACG",2.28743380144705,0.00168590624867785
"LRRN1","L2/L3","12M","ACG",1.29692591444454,0.00195567663766632
"SCN9A","L2/L3","12M","ACG",2.75115301477784,0.00196525305049078
"LOC696983","L2/L3","12M","ACG",3.93544377778602,0.00202601743734038
"MS4A7","L2/L3","12M","ACG",1.61455829981228,0.00203405941672655
"LOC100430941","L2/L3","12M","ACG",1.49685163745953,0.00205349802165729
"LOC714834","L2/L3","12M","ACG",1.42820268577918,0.00205357772445413
"SYT17","L2/L3","12M","ACG",1.52055188239587,0.00208049140583822
"ZCCHC12","L2/L3","12M","ACG",2.03232465654601,0.00208628514037824
"TGFBI","L2/L3","12M","ACG",2.12291479482643,0.00208827373267399
"LOC694656","L2/L3","12M","ACG",1.20749678919337,0.00221383680608816
"LIMA1","L2/L3","12M","ACG",2.38959904361009,0.00227371693582359
"SLAIN2","L2/L3","12M","ACG",2.13701007957827,0.00233308302418633
"SDCBP2","L2/L3","12M","ACG",1.17918376949562,0.00243408045411974
"GPD1","L2/L3","12M","ACG",1.4693668020286,0.00252401929633068
"CLIC6","L2/L3","12M","ACG",4.21322411470143,0.00260870218105127
"LOC714047","L2/L3","12M","ACG",1.82113924059711,0.00266858564284967
"PTGER3","L2/L3","12M","ACG",1.81556635944553,0.00273854383223181
"LOC712333","L2/L3","12M","ACG",1.65825667067841,0.00279956492424064
"C5orf40","L2/L3","12M","ACG",1.78091393951487,0.00287237887102525
