"Gene","Layer","Age","Region","log2FoldChange","Pvalue"
"TRIM14","L2/L3","12M","ACG",1.15022551860546,0.00289702767167265
"PHACTR1","L2/L3","12M","ACG",1.42756652332459,0.0029451896023185
"TPBG","L2/L3","12M","ACG",1.22078773969742,0.00303148322522907
"GK","L2/L3","12M","ACG",1.00263844870441,0.00305174120081115
"GPAM","L2/L3","12M","ACG",1.66595932664336,0.00319160860734803
"NDST3","L2/L3","12M","ACG",1.42998512361504,0.00321587846032999
"CRYM","L2/L3","12M","ACG",2.83084116280765,0.00340579257374724
"DUSP9","L2/L3","12M","ACG",1.35349229186134,0.00346105519417856
"DPYD","L2/L3","12M","ACG",3.33255666685363,0.00356308365106293
"SUSD1","L2/L3","12M","ACG",1.06702992642726,0.00356808502344259
"SRPX2","L2/L3","12M","ACG",1.00750919773888,0.00367538014460847
"ATP2B4","L2/L3","12M","ACG",2.18412249111292,0.00379256314271149
"LOC706441","L2/L3","12M","ACG",1.24714626395352,0.00386273112854016
"PDE1C","L2/L3","12M","ACG",2.23672682952642,0.00393276574109893
"LOC715354","L2/L3","12M","ACG",1.32593568770295,0.00402469804930329
"SLC27A2","L2/L3","12M","ACG",1.84206689653912,0.00406958778520022
"HDGFRP3","L2/L3","12M","ACG",1.61741666630461,0.00407158800045613
"FREM3","L2/L3","12M","ACG",3.79303226572084,0.00407986104847952
"LPL","L2/L3","12M","ACG",1.02182069927676,0.00416862129956824
"PPAPDC1A","L2/L3","12M","ACG",1.44356100809352,0.00424115056220126
"OPRK1","L2/L3","12M","ACG",1.22439546512279,0.00427151808968461
"ZNF345","L2/L3","12M","ACG",1.42039238511823,0.0044801555216375
"RHBDF2","L2/L3","12M","ACG",1.11219973010798,0.0045012119882788
"DRD5","L2/L3","12M","ACG",1.3977837374043,0.00458582885096214
"LOC100427804","L2/L3","12M","ACG",2.03616243446191,0.00465296900877942
"HTR1A","L2/L3","12M","ACG",1.41031525004332,0.0047235572603514
"LOC700014","L2/L3","12M","ACG",3.2754032605326,0.0047637481836629
"CCBE1","L2/L3","12M","ACG",2.10689939235011,0.00477081012693257
"DAB2","L2/L3","12M","ACG",1.31026436263249,0.00492318637230346
"LOC708395","L2/L3","12M","ACG",1.14575481643924,0.00501654108227362
"CNGB1","L2/L3","12M","ACG",1.23722174043187,0.00534975141731638
"DNMT3A","L2/L3","12M","ACG",1.33856508579754,0.00540524376817236
"LOC697505","L2/L3","12M","ACG",1.50514304013357,0.00542517045811772
"LOC713911","L2/L3","12M","ACG",1.49800915286348,0.00547562075557971
"MCTP1","L2/L3","12M","ACG",1.84392706305692,0.00552919619806505
"LOC716916","L2/L3","12M","ACG",1.02576619587351,0.0055580436739776
"GABRA3","L2/L3","12M","ACG",2.21335462635093,0.00570928203329289
"LOC100424818","L2/L3","12M","ACG",1.22831371292387,0.00573580485888709
"KYNU","L2/L3","12M","ACG",2.13961695010803,0.00573846305559195
"ARHGAP6","L2/L3","12M","ACG",1.41357574693751,0.00574657223892913
"GFRA1","L2/L3","12M","ACG",1.77056084563942,0.00584715891112527
"KCTD4","L2/L3","12M","ACG",1.27439166402138,0.00587854170259066
"TUBB2B","L2/L3","12M","ACG",1.6474095911335,0.00607514067594307
"GCHFR","L2/L3","12M","ACG",1.50008658620117,0.00613899242009257
"FZD9","L2/L3","12M","ACG",1.17266455559865,0.00618639875604574
"ODZ1","L2/L3","12M","ACG",1.42838664171753,0.00619022453916352
"NEUROD6","L2/L3","12M","ACG",3.39727154327584,0.00628901012859331
"IL17RD","L2/L3","12M","ACG",1.65242929778912,0.00636092203914746
"RNASET2","L2/L3","12M","ACG",1.53533701418918,0.00643428883700459
"NEUROD2","L2/L3","12M","ACG",2.11349905038459,0.00643690795538272
"LOC721901","L2/L3","12M","ACG",1.36052518227374,0.00671865700749078
"PDE1A","L2/L3","12M","ACG",1.59516046585437,0.00674436947767852
"NPPA","L2/L3","12M","ACG",1.47171471624272,0.00674852497751387
"CBLN2","L2/L3","12M","ACG",1.78949689596189,0.00683626260899217
"STC1","L2/L3","12M","ACG",1.05311972970272,0.00691919694370376
"RAB27B","L2/L3","12M","ACG",1.26015365268728,0.00707663577788742
"DIAPH3","L2/L3","12M","ACG",2.67188575987089,0.00710685890959119
"RDH10","L2/L3","12M","ACG",1.4773951607407,0.00713572703373026
"LOC716117","L2/L3","12M","ACG",1.1752659404169,0.00714459581125626
"LOC705675","L2/L3","12M","ACG",1.24090259885743,0.00730554243196138
"LOC708681","L2/L3","12M","ACG",1.02651034149529,0.00749943316253121
"GALNTL1","L2/L3","12M","ACG",1.18032249049571,0.00763395204838565
"LOC712288","L2/L3","12M","ACG",1.56475198299081,0.00788678176582802
"DIDO1","L2/L3","12M","ACG",1.12506996491554,0.00796331317765628
"TMEM171","L2/L3","12M","ACG",1.0323658991589,0.00825611243149282
"RXFP1","L2/L3","12M","ACG",2.49680414823778,0.00831041589735096
"ZNF24","L2/L3","12M","ACG",1.31822340942487,0.00836361208218586
"LOC716268","L2/L3","12M","ACG",1.87890029801393,0.00860612020336445
"UTP20","L2/L3","12M","ACG",2.02401681482482,0.00874951335558135
"KLHDC8B","L2/L3","12M","ACG",1.14249789486677,0.00888217557168413
"LOC714309","L2/L3","12M","ACG",2.10864611238237,0.00897848167472287
"NFE2L3","L2/L3","12M","ACG",1.32907195450516,0.00899914447132799
"RGS14","L2/L3","12M","ACG",1.09766953807429,0.00901723542780671
"LOC100425707","L2/L3","12M","ACG",2.48016948886272,0.00922392762295526
"GABRB1","L2/L3","12M","ACG",1.25177427304464,0.00960778434042966
"INSR","L2/L3","12M","ACG",1.96080399067737,0.00963755272535322
"TM4SF20","L2/L3","12M","ACG",2.90269087450113,0.00973733650051546
"LOC698322","L2/L3","12M","ACG",1.56257547267632,0.00986580284545547
"LOC712349","L2/L3","12M","ACG",1.0972116971168,0.0100127392780242
"GNG2","L2/L3","12M","ACG",1.05154669914548,0.0100226313947183
"CACHD1","L2/L3","12M","ACG",1.15093841216523,0.0100391253260354
"LILRB1","L2/L3","12M","ACG",1.60734092217773,0.0100689839411618
"MYLIP","L2/L3","12M","ACG",1.00976597165495,0.0104072382662487
"DPYSL3","L2/L3","12M","ACG",1.24872986286493,0.0105508313161417
"LOC700181","L2/L3","12M","ACG",1.2582806794345,0.0106997301660578
"BCL11B","L2/L3","12M","ACG",1.3284474420182,0.0107518399085343
"HSD17B6","L2/L3","12M","ACG",1.19515303357031,0.0109570421900813
"THBD","L2/L3","12M","ACG",1.64378947928632,0.0110013361198519
"GDF10","L2/L3","12M","ACG",2.43359320280501,0.0110504352202924
"GABRA5","L2/L3","12M","ACG",3.03997200663039,0.0113816227791457
"RTP1","L2/L3","12M","ACG",1.53831353673816,0.0114794328209293
"CCDC147","L2/L3","12M","ACG",2.10631151425769,0.0115716676198452
"LOC720264","L2/L3","12M","ACG",1.09550958878779,0.0117091777541621
"ITGA8","L2/L3","12M","ACG",1.19138797822025,0.0119882722364514
"MYH3","L2/L3","12M","ACG",1.83381397786773,0.0121288488606119
"SLIT1","L2/L3","12M","ACG",2.27307045529588,0.0123512977942245
"WDR17","L2/L3","12M","ACG",1.2600132576613,0.0124190088644069
"C13orf36","L2/L3","12M","ACG",2.03798356223003,0.0124218675441532
"PLCG2","L2/L3","12M","ACG",1.35676455325542,0.0125357876616749
"LOC704831","L2/L3","12M","ACG",1.1831086004957,0.0126599125665072
"TMEFF2","L2/L3","12M","ACG",1.08949495918052,0.0129698403218598
"SCGN","L2/L3","12M","ACG",1.39977036478089,0.013143392210277
"LZTS1","L2/L3","12M","ACG",1.08151713917476,0.0132727128132947
"RDM1","L2/L3","12M","ACG",1.03102793881165,0.0134047520921583
"PAX6","L2/L3","12M","ACG",1.06460744210003,0.0134588760355936
"C8H8orf46","L2/L3","12M","ACG",1.19457732156981,0.0135301778766104
"LOC713237","L2/L3","12M","ACG",1.60427531030504,0.0137430729084631
"PACRG","L2/L3","12M","ACG",1.19768894184726,0.013753636539053
"LOC100427448","L2/L3","12M","ACG",1.47061255767135,0.0139280094713161
"LOC710702","L2/L3","12M","ACG",3.02660043820224,0.0139725295718493
"RAB3D","L2/L3","12M","ACG",1.13157163410067,0.0143023149939033
"FAM163A","L2/L3","12M","ACG",1.70157526283297,0.0145481258815127
"SKAP2","L2/L3","12M","ACG",1.04055254339413,0.0145899291613592
"GABRQ","L2/L3","12M","ACG",1.46712163908167,0.0147529297947637
"KCNG3","L2/L3","12M","ACG",2.08072900082222,0.014894724234342
"C1H1orf21","L2/L3","12M","ACG",1.53302565873216,0.0149495228222801
"LOC700406","L2/L3","12M","ACG",1.67997678963171,0.0149879721138261
"CYP26A1","L2/L3","12M","ACG",1.66373708796893,0.0152455236704004
"MGLL","L2/L3","12M","ACG",1.05831343239924,0.0152521259073164
"HES1","L2/L3","12M","ACG",1.27108922886555,0.0153113283219296
"SLC41A3","L2/L3","12M","ACG",1.06896919727679,0.0153546901493528
"TRIM36","L2/L3","12M","ACG",1.57154038256402,0.0156312353143317
"C3","L2/L3","12M","ACG",1.35957535241808,0.0156480517296056
"MRAP2","L2/L3","12M","ACG",2.23606310436053,0.0156713744934842
"SV2C","L2/L3","12M","ACG",1.10165240578033,0.0159635863168512
"LOC714940","L2/L3","12M","ACG",1.44802219165857,0.0160147634748589
"ADORA2B","L2/L3","12M","ACG",1.18006131514414,0.0161301754453058
"TNC","L2/L3","12M","ACG",2.62822746269351,0.0162593488180886
"LOC698852","L2/L3","12M","ACG",2.68446508998824,0.01634702311342
"LOC722308","L2/L3","12M","ACG",1.00987245743874,0.0166969462808954
"TYROBP","L2/L3","12M","ACG",1.04071606196798,0.0168975687082467
"LOC701270","L2/L3","12M","ACG",2.52932843082259,0.0172284601601372
"IQGAP2","L2/L3","12M","ACG",1.3406277199213,0.0173329222007171
"LOC714727","L2/L3","12M","ACG",1.28426682754435,0.0174805055165089
"PCDH20","L2/L3","12M","ACG",1.53371076039402,0.017739745612565
"GLIPR2","L2/L3","12M","ACG",1.12517706295224,0.01781466314475
"PIK3CG","L2/L3","12M","ACG",1.73971807094271,0.0179155041910995
"PRSS23","L2/L3","12M","ACG",1.35226201038559,0.0180198023094494
"ANXA2","L2/L3","12M","ACG",2.12037472007163,0.0181202972160657
"C1QA","L2/L3","12M","ACG",1.06328424851274,0.0185609314793688
"LOC708688","L2/L3","12M","ACG",1.96159121196892,0.0186045094515458
"TULP3","L2/L3","12M","ACG",1.12479208931308,0.018607455426969
"AKAP14","L2/L3","12M","ACG",2.96802482187634,0.0191776388975379
"MRVI1","L2/L3","12M","ACG",1.00963635253854,0.0193548855333248
"LOC722083","L2/L3","12M","ACG",2.34041756472672,0.0197058936922766
"ELK4","L2/L3","12M","ACG",1.24639236812798,0.0198152883883352
"IL13RA2","L2/L3","12M","ACG",1.53218167608413,0.0199260700197542
"NT5DC3","L2/L3","12M","ACG",1.00251737200707,0.0204957949977776
"FZD7","L2/L3","12M","ACG",1.13583819768331,0.0207872666513919
"EIF3L","L2/L3","12M","ACG",1.17177601952197,0.020891804011619
"ITGA4","L2/L3","12M","ACG",1.8507503791193,0.021198079717449
"THRB","L2/L3","12M","ACG",1.01933999838396,0.0213374588373673
"C2CD4C","L2/L3","12M","ACG",1.05264068156035,0.0216585751519512
"CPA5","L2/L3","12M","ACG",1.00569768672858,0.0217360128235213
"LRRC3","L2/L3","12M","ACG",1.32471074976984,0.0217831923329064
"SART3","L2/L3","12M","ACG",1.29992616200264,0.0219322198351014
"KCNA1","L2/L3","12M","ACG",1.12484304873718,0.0220282875590175
"NOL4","L2/L3","12M","ACG",1.09683235376316,0.0221698042408735
"CXHXorf57","L2/L3","12M","ACG",1.86152945566217,0.0226470988815101
"ZNF331","L2/L3","12M","ACG",1.30796818446946,0.0229066023142064
"CSF1R","L2/L3","12M","ACG",1.0272589925361,0.0229475265812215
"LOC100428914","L2/L3","12M","ACG",1.07932948478166,0.0232209550616557
"LOC722912","L2/L3","12M","ACG",1.08283139680108,0.0233407723572432
"LOC709087","L2/L3","12M","ACG",1.17430076065302,0.0250313319141976
"LOC713582","L2/L3","12M","ACG",2.02007936045904,0.0257789473195786
"HSPB3","L2/L3","12M","ACG",1.60180517337093,0.025838942029211
"LOC696596","L2/L3","12M","ACG",1.01350147525748,0.0261541603323793
"ARHGAP26","L2/L3","12M","ACG",2.32505058812605,0.0261899583279241
"IDO2","L2/L3","12M","ACG",1.37598492673502,0.0261947643872129
"PRKCE","L2/L3","12M","ACG",1.08386585140918,0.026249731899394
"LOC703244","L2/L3","12M","ACG",1.13767226866038,0.0264179497429982
"PTPRO","L2/L3","12M","ACG",1.38805632268425,0.0265478222230596
"GNB4","L2/L3","12M","ACG",1.14333552422477,0.0266590885829326
"GPR68","L2/L3","12M","ACG",1.51519668473228,0.0266975487305596
"CASP1","L2/L3","12M","ACG",1.80014057462034,0.0269204825497305
"GALNT10","L2/L3","12M","ACG",1.07316713783479,0.0273941875867534
"LOC695921","L2/L3","12M","ACG",1.47412047756858,0.0274327186938162
"ANXA3","L2/L3","12M","ACG",1.2860840640694,0.028005680305519
"MRFAP1","L2/L3","12M","ACG",1.00876786107583,0.0280074612696902
"LOC100426812","L2/L3","12M","ACG",1.00705480715802,0.0280151570272489
"ADAMTS3","L2/L3","12M","ACG",3.43587348925489,0.029884709213292
"LOC719736","L2/L3","12M","ACG",1.04020801595102,0.0302577281007679
"EGFL6","L2/L3","12M","ACG",1.31473444771547,0.0307129717290361
"PNMA5","L2/L3","12M","ACG",1.11325964181394,0.0311624857078281
"MRPS10","L2/L3","12M","ACG",1.58071324903481,0.0313333430895644
"HHEX","L2/L3","12M","ACG",1.39023101780355,0.0318609250068112
"GPR6","L2/L3","12M","ACG",1.87958064851459,0.0328131170023765
"COPS5","L2/L3","12M","ACG",1.03498992783878,0.0334610978157105
"TDRD6","L2/L3","12M","ACG",1.61423199366768,0.0355194195553614
"SIDT1","L2/L3","12M","ACG",1.20557045767509,0.0364188876447684
"EDNRA","L2/L3","12M","ACG",1.00057810525016,0.0364556423253683
"LXN","L2/L3","12M","ACG",1.10151114394343,0.0366067779229259
"MGST1","L2/L3","12M","ACG",1.22981824042768,0.0373551493322192
"NCKAP5","L2/L3","12M","ACG",1.22006750531134,0.0374295379824226
"GPR34","L2/L3","12M","ACG",1.28326775000956,0.0377531468714674
"GXYLT2","L2/L3","12M","ACG",1.30874514419909,0.0378340079593211
"SLC6A7","L2/L3","12M","ACG",1.55484742155645,0.0397167875871472
"VIT","L2/L3","12M","ACG",1.41257225961427,0.0397875091446261
"CD83","L2/L3","12M","ACG",1.29031408356639,0.0408185027066953
"LYN","L2/L3","12M","ACG",1.18993156128733,0.0408483128196982
"MS4A8B","L2/L3","12M","ACG",1.15245151224005,0.0410562415614988
"INHBB","L2/L3","12M","ACG",1.11356477440109,0.0412412554680672
"ESR1","L2/L3","12M","ACG",1.35366164340163,0.0421931530273303
"CALD1","L2/L3","12M","ACG",1.15029303086915,0.0424272729211239
"BCO2","L2/L3","12M","ACG",1.34312109818995,0.0440114788013919
"CNTN6","L2/L3","12M","ACG",1.41183285415847,0.044057459314055
"SCN7A","L2/L3","12M","ACG",1.53881818655749,0.0442450752409822
"TLR1","L2/L3","12M","ACG",1.02722613892194,0.0451344619910653
"LOC698043","L2/L3","12M","ACG",1.58306596738299,0.0466034414020215
"ARHGAP28","L2/L3","12M","ACG",1.19301806003893,0.0474154081611104
"RASL11B","L2/L3","12M","ACG",1.61358118580807,0.0479372325314269
"KRT17","L2/L3","12M","ACG",1.23796294959679,0.0482863110972592
"ANKRD9","L2/L3","12M","V1",1.21097605974162,2.78971752268802e-05
"EPB49","L2/L3","12M","V1",1.22584393062157,2.86322385573205e-05
"PPAPDC2","L2/L3","12M","V1",1.12502558879714,3.62486954796126e-05
"LOC699649","L2/L3","12M","V1",1.14753633016017,5.54894917333311e-05
"SLC39A7","L2/L3","12M","V1",1.26452619276239,7.56749736887925e-05
"LOC697272","L2/L3","12M","V1",4.08789435591513,7.98093319890208e-05
"TET3","L2/L3","12M","V1",1.86625465902233,7.98737181410415e-05
"SPTBN4","L2/L3","12M","V1",1.29510816249449,8.12050688629575e-05
"MSL2","L2/L3","12M","V1",1.7910955776474,8.64466041523809e-05
"LGI3","L2/L3","12M","V1",2.29530335267153,0.000126988986889837
"CADPS2","L2/L3","12M","V1",3.04594529913487,0.000145103949977943
"SCAMP1","L2/L3","12M","V1",1.03746076194229,0.000148405085256988
"DOT1L","L2/L3","12M","V1",1.16322751076791,0.000150457105884368
"SCN1B","L2/L3","12M","V1",3.45210354457837,0.000205301747492317
"GNB1","L2/L3","12M","V1",1.557645771964,0.000219942385536893
"ETV6","L2/L3","12M","V1",1.39813016639752,0.000222522313251148
"RNF123","L2/L3","12M","V1",1.18864042263149,0.000243438606764978
"MAG","L2/L3","12M","V1",1.03676733003269,0.000270098476787042
"ATAT1","L2/L3","12M","V1",1.04089012358411,0.000274064916760154
"SMPX","L2/L3","12M","V1",1.82722907287244,0.000277790536593904
"LOC100424540","L2/L3","12M","V1",1.05370011070489,0.000283601910423216
"FAM131B","L2/L3","12M","V1",1.61896710124742,0.000342301138136789
"RAB1B","L2/L3","12M","V1",1.55215058426234,0.000352002921866243
"CADM2","L2/L3","12M","V1",1.56774481958832,0.00035666079945855
"ADORA1","L2/L3","12M","V1",2.34384010980741,0.00036570595364258
"ACTR1B","L2/L3","12M","V1",1.27975932685002,0.000378339821997235
"NCDN","L2/L3","12M","V1",2.57148182600296,0.000381534287126514
"SERINC3","L2/L3","12M","V1",1.08710458686865,0.000384724904811203
"CLGN","L2/L3","12M","V1",1.51656653032522,0.000394914449161529
"LOC713204","L2/L3","12M","V1",3.23937290438274,0.000396669635561095
"SEMA7A","L2/L3","12M","V1",2.36332716293559,0.000411866616438018
"SSH3","L2/L3","12M","V1",1.06965381544831,0.000413472203029662
"TMEM144","L2/L3","12M","V1",1.31670293676629,0.000419732427952487
"LOC710443","L2/L3","12M","V1",1.2624515483657,0.000431843056561831
"BMPER","L2/L3","12M","V1",1.65619970050935,0.000436653442159022
"TRIB1","L2/L3","12M","V1",1.10462733614026,0.000444565811137461
"ZNF282","L2/L3","12M","V1",1.11707970689018,0.000448206163267113
"COL4A6","L2/L3","12M","V1",1.3453348407317,0.000455788453840473
"LOC714876","L2/L3","12M","V1",1.48193751233242,0.000459326167038636
"LOC100429862","L2/L3","12M","V1",1.20334532515225,0.000472055552809412
"STAT1","L2/L3","12M","V1",1.08197852033154,0.000473515298567936
"LGALS3BP","L2/L3","12M","V1",1.68888283352208,0.000509219430614138
"NRSN2","L2/L3","12M","V1",1.44584140715154,0.000511207285043541
"SLC30A5","L2/L3","12M","V1",1.73796341542933,0.000518402521828837
"ARL6IP6","L2/L3","12M","V1",1.23338931464041,0.000534062923581531
"RAPGEFL1","L2/L3","12M","V1",1.30254024013932,0.000543794612195805
"LOC716854","L2/L3","12M","V1",1.53067308158117,0.000546943128975536
"ARNT","L2/L3","12M","V1",1.12338943052182,0.000549693600752321
"SEPT4","L2/L3","12M","V1",1.28408050117668,0.000581754520312966
"LOC715318","L2/L3","12M","V1",1.09666568294279,0.000590739213930885
"MAP3K5","L2/L3","12M","V1",1.20498942484175,0.000615234549536079
"XAB2","L2/L3","12M","V1",1.52074074390149,0.000646589461252689
"SIKE1","L2/L3","12M","V1",2.16166570334888,0.000654446875186651
"LTB","L2/L3","12M","V1",3.69736581658963,0.000663245691904231
"LOC711252","L2/L3","12M","V1",1.55966347452215,0.000684375110912244
"RBM27","L2/L3","12M","V1",1.29198879257517,0.000691775473192298
"RYR2","L2/L3","12M","V1",1.35535415474156,0.000701934213389452
"ERO1L","L2/L3","12M","V1",1.11597349105574,0.000721646578981914
"GRIN1","L2/L3","12M","V1",1.70083340992338,0.000723924216640488
"SEMA6D","L2/L3","12M","V1",1.4140462186931,0.000753846219539962
"CBLN4","L2/L3","12M","V1",1.14995162593682,0.000757222302519713
"SLC45A4","L2/L3","12M","V1",1.08611254774086,0.000774330519041433
"ART3","L2/L3","12M","V1",4.19667869562313,0.000776835478796846
"PRR15","L2/L3","12M","V1",2.61903513112076,0.000786898164552442
"LOC699032","L2/L3","12M","V1",2.10631971391542,0.000791416521507732
"LOC708778","L2/L3","12M","V1",1.00640210580597,0.000802072958246644
"CDH22","L2/L3","12M","V1",1.33743067221129,0.00082082442990702
"TBC1D8B","L2/L3","12M","V1",1.26418585069276,0.000821714183357181
"BCL7A","L2/L3","12M","V1",1.2372026148351,0.000822198511102562
"ZNF638","L2/L3","12M","V1",1.33036473236002,0.000832654436020464
"LOC703821","L2/L3","12M","V1",1.01393844819339,0.000862851837638267
"SELO","L2/L3","12M","V1",1.25227617861995,0.00087250456980819
"LOC694313","L2/L3","12M","V1",1.67219711826285,0.000873306135018784
"ELOVL4","L2/L3","12M","V1",1.39096408633199,0.000888865984159433
"LOC100425402","L2/L3","12M","V1",1.50604012436213,0.000896852818681422
"MLL2","L2/L3","12M","V1",1.06693033600973,0.000911157221648729
"SEMA3C","L2/L3","12M","V1",1.17617091653593,0.000916955825296065
"LOC695968","L2/L3","12M","V1",1.53828711762744,0.000930900487553311
"PHF6","L2/L3","12M","V1",1.08702942240999,0.000953510666441972
"TCOF1","L2/L3","12M","V1",1.20069946884335,0.000970900798770702
"FHL2","L2/L3","12M","V1",1.26893487280139,0.000977664669184758
"LHPP","L2/L3","12M","V1",1.09795400352233,0.000982383494674328
"GYG1","L2/L3","12M","V1",1.1327378761742,0.00100943096022277
"SATB2","L2/L3","12M","V1",1.36881115908251,0.0010145376965144
"C11H12orf29","L2/L3","12M","V1",1.0198141273832,0.00102001483352459
"LOC705519","L2/L3","12M","V1",1.08906083345036,0.00105514697500301
"ZNF385A","L2/L3","12M","V1",1.25492068227971,0.00106979342141394
"SLC24A2","L2/L3","12M","V1",1.77695392570731,0.00107862135116787
"LOC721737","L2/L3","12M","V1",1.00831704032754,0.00111356714610625
"ESRRG","L2/L3","12M","V1",1.97065043272639,0.0011241691804884
"MIB2","L2/L3","12M","V1",1.03609455310311,0.00113344152841741
"BCAS1","L2/L3","12M","V1",1.22010392281666,0.00113558112605721
"PDGFRL","L2/L3","12M","V1",2.42152489536553,0.00113961526502433
"MED23","L2/L3","12M","V1",1.77147669373018,0.00113978503513321
"SRSF1","L2/L3","12M","V1",1.61365763292047,0.0011441849221859
"LOC721744","L2/L3","12M","V1",1.97441341881297,0.00114430337336734
"DSCAM","L2/L3","12M","V1",1.11180003059787,0.0011579371985019
"GRIA3","L2/L3","12M","V1",2.77828787078316,0.00117158402198974
"LOC719568","L2/L3","12M","V1",2.18905203967308,0.00117524780870078
